Winner,Loser
Baylor,Oklahoma State
Wright State,Detroit
Loyola (MD),Fairfield
Coppin State,Hampton
Texas Southern,Mississippi Valley State
Montana State,Southern Utah
New Orleans,NJIT
Norfolk State,Morgan State
North Carolina Central,Howard
Georgetown,Notre Dame
Oklahoma,Texas
Savannah State,Bethune-Cookman
Florida A&M,South Carolina State
Syracuse,Cincinnati
Georgia State,Towson
Alabama,Kentucky
Kansas,Kansas State
Liberty,Longwood
Maine,Vermont
Maryland,Boston College
Memphis,Tulane
Missouri,South Carolina
Houston Baptist,UMKC
Illinois,Nebraska
Ohio State,Iowa
Pitt,Providence
Villanova,Louisville
Wake Forest,North Carolina State
Michigan State,Wisconsin
Air Force,New Orleans
East Carolina,Alabama-Birmingham
Boston University,Albany (NY)
American,Navy
Arkansas,Mississippi State
Buffalo,Ball State
Boise State,Fresno State
Bowling Green State,Kent State
Lehigh,Bucknell
Campbell,Radford
UCF,Rice
Northern Illinois,Central Michigan
Charlotte,Xavier
Loyola (IL),Cleveland State
Colgate,Army
Dayton,Fordham
Delaware State,Howard
Drake,Creighton
Saint Louis,Duquesne
Evansville,Bradley
Florida,Georgia
Georgia State,North Carolina-Wilmington
High Point,Virginia Military Institute
Drexel,Hofstra
Tulsa,Houston
UIC,Milwaukee
Illinois State,Indiana State
Indiana,Penn State
James Madison,Delaware
La Salle,Butler
Lafayette,Holy Cross
LSU,Texas A&M
Stony Brook,UMBC
Miami (FL),Duke
Ohio,Miami (OH)
Wichita State,Missouri State
San Diego State,Nevada
New Mexico,Colorado State
New Mexico State,Denver
UNC,Georgia Tech
North Carolina-Asheville,Coastal Carolina
Northeastern,William & Mary
Northern Iowa,Southern Illinois
Northwestern,Minnesota
Oregon,Washington State
Oregon State,Washington
Charleston Southern,Presbyterian
George Washington,Rhode Island
St. John's (NY),Rutgers
St. Bonaventure,St. Joseph's
Santa Clara,Cal State Bakersfield
Seton Hall,South Florida
Southern Miss,Marshall
Temple,Penn
Texas Tech,Iowa State
Akron,Toledo
George Mason,Towson
Valparaiso,Green Bay
Vanderbilt,Auburn
West Virginia,Texas Christian
Western Michigan,Eastern Michigan
Winthrop,Gardner-Webb
Youngstown State,Wright State
Appalachian State,Georgia Southern
UCLA,Arizona
Arizona State,USC
Little Rock,Florida Atlantic
Cal Poly,Hawaii
Cal State Fullerton,UC-Davis
Cal State Northridge,UCSB
Central Arkansas,McNeese State
College of Charleston,Citadel
Colorado,Stanford
Jacksonville,ETSU
Eastern Illinois,UT-Martin
Eastern Kentucky,Tennessee State
Elon,Chattanooga
Fairfield,Marist
Florida State,Clemson
Gonzaga,BYU
Texas State,Idaho
Western Illinois,Fort Wayne
Jacksonville State,Austin Peay
Lipscomb,Kennesaw State
Florida International,Louisiana
Pepperdine,Loyola Marymount
Michigan,Purdue
Ole Miss,Tennessee
Monmouth,Fairleigh Dickinson
Montana,Idaho State
Montana State,Weber State
Belmont,Morehead State
Wagner,Mount St. Mary's
UNLV,Wyoming
Hartford,New Hampshire
Nicholls State,Texas A&M-Corpus Christi
North Carolina-Greensboro,Samford
Middle Tennessee,North Texas
Northern Arizona,Northern Colorado
Northern Kentucky,Mercer
Oakland,IUPUI
Oral Roberts,Lamar
Pacific,UC-Riverside
San Francisco,Portland
Quinnipiac,Central Connecticut
Richmond,VCU
Sacramento State,North Dakota
Sacred Heart,Bryant
Robert Morris,Saint Francis (PA)
Saint Mary's (CA),San Diego
Louisiana Tech,San Jose State
UTSA,Seattle
South Alabama,Western Kentucky
South Carolina Upstate,North Florida
Omaha,South Dakota
Southeastern Louisiana,Sam Houston State
Southern Illinois-Edwardsville,Southeast Missouri State
Southern Utah,Portland State
LIU-Brooklyn,St. Francis (NY)
Murray State,Tennessee Tech
Troy,Arkansas State
University of California,Utah
Texas-Arlington,Utah State
Virginia,Virginia Tech
Davidson,Western Carolina
Wofford,Furman
Florida Gulf Coast,Stetson
Iona,St. Peter's
Loyola (MD),Manhattan
Green Bay,Milwaukee
Canisius,Rider
Niagara,Siena
Akron,Buffalo
Vermont,Albany (NY)
Alcorn State,Southern
Davidson,Appalachian State
Arizona,USC
Arizona State,UCLA
Arkansas State,Florida Atlantic
Army,American
Ole Miss,Auburn
Delaware State,Bethune-Cookman
New Hampshire,Binghamton
Boston University,UMBC
LIU-Brooklyn,Bryant
Butler,Temple
Cal Poly,Cal State Northridge
UC-Davis,UC-Riverside
Hawaii,UCSB
Central Arkansas,Lamar
Central Connecticut,St. Francis (NY)
UCF,SMU
Western Michigan,Central Michigan
Chicago State,Utah Valley
Elon,Citadel
Coastal Carolina,Campbell
Cornell,Columbia
Dayton,Duquesne
Drexel,Georgia State
Duke,Maryland
UTEP,East Carolina
ETSU,North Florida
Eastern Illinois,Southeast Missouri State
Belmont,Eastern Kentucky
Eastern Michigan,Northern Illinois
Florida A&M,Maryland-Eastern Shore
Fordham,Rhode Island
Colorado State,Fresno State
George Washington,Charlotte
Georgetown,Louisville
Georgia Tech,Wake Forest
Gonzaga,San Francisco
Arkansas-Pine Bluff,Grambling
Harvard,Dartmouth
North Carolina-Wilmington,Hofstra
Bucknell,Holy Cross
Houston,Alabama-Birmingham
Houston Baptist,Ecclesia
Idaho,UTSA
Illinois State,Evansville
Indiana State,Northern Iowa
Iowa State,Kansas State
Fort Wayne,IUPUI
Jackson State,Mississippi Valley State
Jacksonville State,Murray State
James Madison,Old Dominion
Kansas,Oklahoma
Ohio,Kent State
Kentucky,LSU
Charleston Southern,Liberty
Mercer,Lipscomb
Long Beach State,UC-Irvine
Presbyterian,Longwood
Troy,Louisiana-Monroe
Detroit,Loyola (IL)
Marquette,Providence
Memphis,Marshall
Ball State,Miami (OH)
Middle Tennessee,Western Kentucky
Florida,Mississippi State
Missouri,Vanderbilt
Omaha,UMKC
Montana,Weber State
Montana State,Idaho State
Morehead State,Tennessee State
Colgate,Navy
Nebraska,Northwestern
Nevada,Boise State
New Orleans,Champion Baptist
Nicholls State,Sam Houston State
NJIT,Texas-Rio Grande Valley
Norfolk State,Hampton
North Carolina-Asheville,High Point
Morgan State,North Carolina A&T
North Carolina Central,Coppin State
North Carolina State,UNC
Little Rock,North Texas
North Dakota,Northern Arizona
Northern Kentucky,Kennesaw State
Northwestern State,Stephen F. Austin
Oakland,Western Illinois
Oklahoma State,West Virginia
Oral Roberts,McNeese State
Oregon,Washington
Washington State,Oregon State
Pacific,Cal State Fullerton
Ohio State,Penn State
Pitt,DePaul
BYU,Portland
Prairie View,Alabama State
Quinnipiac,Fairleigh Dickinson
Radford,Winthrop
Robert Morris,Mount St. Mary's
Sacramento State,Northern Colorado
Sacred Heart,Monmouth
Wagner,Saint Francis (PA)
St. Joseph's,Xavier
Saint Mary's (CA),Pepperdine
Santa Clara,San Diego
San Diego State,New Mexico
Texas-Arlington,San Jose State
Texas State,Seattle
South Carolina,Arkansas
Savannah State,South Carolina State
South Carolina Upstate,Jacksonville
South Dakota State,North Dakota State
Notre Dame,South Florida
Southeastern Louisiana,Texas A&M-Corpus Christi
UT-Martin,Southern Illinois-Edwardsville
Southern Utah,Eastern Washington
Saint Louis,St. Bonaventure
Stony Brook,Maine
Tennessee,Alabama
Tennessee Tech,Austin Peay
Texas,Texas Tech
Georgia,Texas A&M
Baylor,Texas Christian
Texas Southern,Alabama A&M
Toledo,Bowling Green State
Tulane,Rice
Southern Miss,Tulsa
Louisiana Tech,Utah State
Villanova,Syracuse
Virginia,Boston College
La Salle,VCU
Gardner-Webb,Virginia Military Institute
Georgia Southern,Western Carolina
Wichita State,Bradley
William & Mary,Towson
Wisconsin,Minnesota
College of Charleston,Wofford
UIC,Wright State
Air Force,Wyoming
Yale,Brown
Youngstown State,Cleveland State
Niagara,Canisius
Clemson,Virginia Tech
Colorado,University of California
UConn,Rutgers
Michigan,Illinois
Indiana,Michigan State
Lafayette,Lehigh
Iona,Loyola (MD)
Siena,Marist
UMass,Richmond
Miami (FL),Florida State
Missouri State,Drake
North Carolina-Greensboro,Chattanooga
Northeastern,George Mason
Princeton,TCNJ
Purdue,Iowa
Manhattan,Rider
Fairfield,St. Peter's
South Alabama,Florida International
Creighton,Southern Illinois
St. John's (NY),Seton Hall
Stanford,Utah
Bethune-Cookman,Maryland-Eastern Shore
Delaware,Drexel
Eastern Washington,Portland State
Delaware State,Florida A&M
Mississippi Valley State,Grambling
Jackson State,Arkansas-Pine Bluff
Louisville,Pitt
Marquette,South Florida
North Carolina A&T,Coppin State
North Carolina Central,Morgan State
James Madison,North Carolina-Wilmington
Prairie View,Alabama A&M
South Carolina Upstate,ETSU
Texas Southern,Alabama State
Utah Valley,Peru State
Kansas,West Virginia
Stony Brook,Albany (NY)
UNC,Boston College
Bradley,Illinois State
Clemson,Georgia Tech
Evansville,Northern Iowa
Liberty,Campbell
Minnesota,Nebraska
Kentucky,Ole Miss
UNLV,Nevada
Ohio State,Wisconsin
Tennessee,Vanderbilt
Texas-Rio Grande Valley,Panhandle State
Virginia,North Carolina State
Indiana State,Wichita State
Air Force,Fresno State
Alabama-Birmingham,UTEP
Bucknell,American
Toledo,Ball State
Oklahoma,Baylor
UMBC,Binghamton
Akron,Bowling Green State
Buffalo,Central Michigan
UC-Irvine,Cal Poly
Gardner-Webb,Charleston Southern
Cincinnati,Rutgers
College of Charleston,Appalachian State
Colorado State,Boise State
Creighton,Missouri State
Delaware,William & Mary
Memphis,East Carolina
Florida,South Carolina
Florida State,Maryland
St. Joseph's,Fordham
Georgetown,Seton Hall
Georgia,Auburn
Vermont,Hartford
High Point,Longwood
Army,Holy Cross
Kansas State,Texas
UMass,La Salle
Lafayette,Colgate
Long Beach State,UCSB
LSU,Missouri
Loyola (IL),Milwaukee
New Hampshire,Maine
SMU,Marshall
Stephen F. Austin,McNeese State
Western Michigan,Miami (OH)
Michigan,Northwestern
Texas A&M,Mississippi State
Lehigh,Navy
NJIT,Fisher College
Georgia State,Northeastern
Northern Illinois,Kent State
Notre Dame,Villanova
Oklahoma State,Iowa State
Towson,Old Dominion
North Carolina-Asheville,Presbyterian
Indiana,Purdue
Virginia Military Institute,Radford
VCU,Rhode Island
Rice,Houston
Saint Mary's (CA),San Francisco
Hampton,South Carolina State
Drake,Southern Illinois
St. John's (NY),DePaul
Stanford,Oregon
Temple,Richmond
UCF,Tulane
USC,UCLA
Miami (FL),Virginia Tech
Duke,Wake Forest
Winthrop,Coastal Carolina
Detroit,Wright State
New Mexico,Wyoming
Xavier,Dayton
Youngstown State,Valparaiso
Alabama,Arkansas
Arkansas State,South Alabama
Belmont,Morehead State
Cal State Northridge,Cal State Fullerton
University of California,Oregon State
Hawaii,UC-Riverside
Canisius,Loyola (MD)
Southeastern Louisiana,Central Arkansas
Citadel,Wofford
Davidson,Samford
Northern Kentucky,ETSU
Eastern Washington,Montana State
Bryant,Fairleigh Dickinson
Florida Atlantic,Louisiana-Monroe
Middle Tennessee,Florida International
Furman,Georgia Southern
Drexel,George Mason
Utah State,Idaho
UIC,Green Bay
Iowa,Penn State
Jacksonville,Stetson
James Madison,Hofstra
Northwestern State,Lamar
LIU-Brooklyn,Saint Francis (PA)
Louisiana,North Texas
Gonzaga,Loyola Marymount
Michigan State,Illinois
Central Connecticut,Monmouth
Mount St. Mary's,Quinnipiac
Omaha,Fort Wayne
Niagara,Iona
Elon,North Carolina-Greensboro
Weber State,North Dakota
North Dakota State,UMKC
Florida Gulf Coast,North Florida
Northern Colorado,Idaho State
Oral Roberts,Nicholls State
BYU,Pepperdine
Montana,Portland State
UConn,Providence
Saint Louis,Butler
St. Peter's,Marist
Santa Clara,Portland
Seattle,San Jose State
South Carolina Upstate,Lipscomb
South Dakota State,South Dakota
Southern Utah,Sacramento State
St. Francis (NY),Robert Morris
UT-Martin,Eastern Kentucky
Tennessee State,Tennessee Tech
Denver,UTSA
New Mexico State,Texas State
Wagner,Sacred Heart
Arizona,Washington
Arizona State,Washington State
Western Kentucky,Troy
Brown,Dartmouth
Detroit,Youngstown State
Fairfield,Rider
Harvard,Yale
Mercer,Kennesaw State
Penn,Columbia
Princeton,Cornell
Siena,Manhattan
Valparaiso,Milwaukee
Air Force,San Diego State
Akron,Ohio
Alabama A&M,Mississippi Valley State
Southern Miss,Alabama-Birmingham
Arkansas-Pine Bluff,Alabama State
Albany (NY),Binghamton
Jackson State,Alcorn State
American,Lafayette
Appalachian State,Western Carolina
Arkansas,Tennessee
South Alabama,Little Rock
Arkansas State,North Texas
Belmont,Tennessee Tech
Bethune-Cookman,Florida A&M
Boise State,UNLV
Boston College,Clemson
Bowling Green State,Ball State
BYU,Santa Clara
Bucknell,Navy
Butler,Rhode Island
Cal State Bakersfield,Utah Valley
Hawaii,Cal State Fullerton
University of California,Oregon
UC-Irvine,UCSB
Cal State Northridge,UC-Riverside
North Carolina-Asheville,Campbell
Canisius,Iona
Central Arkansas,Nicholls State
Miami (OH),Central Michigan
Charlotte,UMass
Coastal Carolina,Radford
Colgate,Holy Cross
College of Charleston,North Carolina-Greensboro
Colorado State,Wyoming
Norfolk State,Coppin State
Creighton,Bradley
Dartmouth,Yale
Delaware,North Carolina-Wilmington
North Carolina Central,Delaware State
Notre Dame,DePaul
Drake,Indiana State
ETSU,Lipscomb
Montana,Eastern Washington
Elon,Samford
Central Connecticut,Fairleigh Dickinson
Florida,Ole Miss
Middle Tennessee,Florida Atlantic
Florida International,Louisiana-Monroe
Duke,Florida State
Citadel,Furman
Gardner-Webb,Longwood
La Salle,George Washington
Georgetown,St. John's (NY)
Georgia Southern,Chattanooga
Georgia State,Old Dominion
Hartford,Boston University
Harvard,Brown
High Point,Presbyterian
Houston Baptist,NJIT
Savannah State,Howard
Idaho,San Jose State
Cleveland State,UIC
Illinois State,Southern Illinois
Indiana,Michigan
Iowa State,Baylor
Western Illinois,IUPUI
Florida Gulf Coast,Jacksonville
Jacksonville State,Morehead State
George Mason,James Madison
Oklahoma State,Kansas
Kent State,Eastern Michigan
Stephen F. Austin,Lamar
Long Beach State,Cal Poly
Robert Morris,LIU-Brooklyn
Louisiana Tech,Texas-Arlington
Green Bay,Loyola (IL)
Marshall,UCF
Maryland,Wake Forest
UMBC,Maine
North Carolina A&T,Maryland-Eastern Shore
Memphis,Tulsa
LSU,Mississippi State
Missouri,Auburn
Missouri State,Evansville
Bryant,Monmouth
Hampton,Morgan State
Mount St. Mary's,Sacred Heart
Murray State,Austin Peay
Ohio State,Nebraska
Oakland,Omaha
Stony Brook,New Hampshire
New Mexico,Nevada
Loyola (MD),Niagara
UNC,Virginia Tech
Miami (FL),North Carolina State
North Dakota,Idaho State
North Dakota State,South Dakota
North Florida,Stetson
Northeastern,Drexel
Weber State,Northern Colorado
Toledo,Northern Illinois
Northern Iowa,Wichita State
Northwestern,Purdue
Kansas State,Oklahoma
Oral Roberts,Southeastern Louisiana
Pacific,UC-Davis
Cornell,Penn
San Francisco,Pepperdine
Pitt,Syracuse
Montana State,Portland State
Princeton,Columbia
East Carolina,Rice
Richmond,Xavier
St. Joseph's,Temple
Saint Louis,Dayton
Saint Mary's (CA),Portland
Gonzaga,San Diego
Utah State,Seattle
Cincinnati,Seton Hall
Georgia,South Carolina
Northern Kentucky,South Carolina Upstate
South Dakota State,UMKC
Eastern Kentucky,Southeast Missouri State
Southern,Grambling
Southern Illinois-Edwardsville,Eastern Illinois
Houston,SMU
Southern Utah,Northern Arizona
St. Bonaventure,Duquesne
Saint Francis (PA),St. Francis (NY)
Texas,Texas Christian
Kentucky,Texas A&M
Sam Houston State,Texas A&M-Corpus Christi
UTEP,Tulane
Texas-Rio Grande Valley,Chicago State
New Mexico State,UTSA
Texas Southern,Prairie View
Denver,Texas State
West Virginia,Texas Tech
Troy,Louisiana
Utah,Colorado
Alabama,Vanderbilt
VCU,Fordham
Quinnipiac,Wagner
Washington,Arizona State
Arizona,Washington State
Western Michigan,Buffalo
William & Mary,Hofstra
Winthrop,Liberty
Davidson,Wofford
Lehigh,Army
UConn,South Florida
Georgia Tech,Virginia
Wisconsin,Illinois
Louisville,Marquette
Manhattan,St. Peter's
Rider,Marist
Northwestern State,McNeese State
Minnesota,Iowa
Stanford,Oregon State
Providence,Villanova
Arkansas-Pine Bluff,Alabama A&M
Alabama State,Mississippi Valley State
Alcorn State,Grambling
Hampton,Coppin State
Delaware State,North Carolina A&T
Howard,South Carolina State
Iowa State,Oklahoma
San Diego,Loyola Marymount
North Carolina Central,Maryland-Eastern Shore
Norfolk State,Morgan State
George Mason,Old Dominion
Pitt,Seton Hall
Northern Arizona,Sacramento State
Fairfield,Siena
Southern,Jackson State
Syracuse,Notre Dame
Towson,North Carolina-Wilmington
West Virginia,Texas
Wright State,Loyola (IL)
Akron,Central Michigan
Arkansas,Florida
Boston University,Maine
Bradley,Evansville
Cleveland State,Youngstown State
Villanova,DePaul
Eastern Kentucky,Crowley's Ridge
Florida State,Georgia Tech
Kentucky,South Carolina
Liberty,Radford
Miami (FL),Boston College
Michigan,Ohio State
UNC,Wake Forest
Northern Iowa,Missouri State
Purdue,Penn State
Southern Illinois,Wichita State
Kansas State,Texas Tech
Valparaiso,UIC
Arizona,Stanford
Auburn,Alabama
Ohio,Ball State
Hartford,Binghamton
Butler,St. Bonaventure
Wyoming,Cal State Bakersfield
High Point,Campbell
UCF,Southern Miss
Coastal Carolina,Charleston Southern
NJIT,Colgate
Dayton,St. Joseph's
Illinois State,Drake
George Washington,Duquesne
Eastern Michigan,Buffalo
Saint Louis,Fordham
Fresno State,UNLV
Northeastern,Hofstra
Houston Baptist,UMKC
Indiana State,Creighton
James Madison,William & Mary
Virginia Military Institute,Longwood
LSU,Vanderbilt
Albany (NY),UMBC
UMass,Rhode Island
Michigan State,Minnesota
Ole Miss,Mississippi State
Colorado State,Nevada
New Mexico,Air Force
New Orleans,Texas-Rio Grande Valley
North Carolina-Asheville,Winthrop
North Carolina-Wilmington,Georgia State
Bowling Green State,Northern Illinois
Oklahoma State,Baylor
Oregon State,Utah
Presbyterian,Gardner-Webb
Providence,Cincinnati
Robert Morris,Saint Francis (PA)
Louisville,Rutgers
San Diego State,Boise State
Marquette,South Florida
Memphis,SMU
St. John's (NY),UConn
Temple,Charlotte
Georgia,Tennessee
Texas Christian,Kansas
UTEP,Rice
Toledo,Miami (OH)
Towson,Delaware
Tulane,Marshall
Alabama-Birmingham,Tulsa
Vermont,New Hampshire
Wagner,Mount St. Mary's
Western Michigan,Kent State
Wisconsin,Iowa
Arizona State,University of California
Tennessee State,Austin Peay
Bryant,St. Francis (NY)
Cal Poly,Pacific
Cal State Northridge,UC-Irvine
UC-Davis,UCSB
LIU-Brooklyn,Central Connecticut
Chattanooga,Citadel
Davidson,Western Carolina
Denver,Seattle
Old Dominion,Drexel
Duke,North Carolina State
Fairfield,St. Peter's
Florida Gulf Coast,ETSU
Florida International,Florida Atlantic
North Carolina-Greensboro,Furman
Appalachian State,Georgia Southern
Gonzaga,Pepperdine
Wright State,Green Bay
Hawaii,Long Beach State
Southern Utah,Idaho State
Illinois,Indiana
Marist,Iona
South Dakota State,Fort Wayne
North Florida,Kennesaw State
Little Rock,Louisiana-Monroe
Louisiana Tech,UTSA
Manhattan,Canisius
Mercer,Jacksonville
Middle Tennessee,Arkansas State
Detroit,Milwaukee
Montana,Northern Colorado
North Dakota,Montana State
Murray State,Belmont
New Mexico State,Idaho
Western Kentucky,North Texas
Northern Arizona,Portland State
Northwestern State,Oral Roberts
Oakland,North Dakota State
Colorado,Oregon
Portland,Loyola Marymount
Quinnipiac,Monmouth
Rider,Niagara
Sacramento State,Eastern Washington
Sacred Heart,Fairleigh Dickinson
McNeese State,Sam Houston State
College of Charleston,Samford
San Diego,BYU
Saint Mary's (CA),Santa Clara
Hampton,Savannah State
South Alabama,Troy
Southeast Missouri State,Southern Illinois-Edwardsville
USC,Washington State
Stephen F. Austin,Central Arkansas
Stetson,South Carolina Upstate
Eastern Illinois,UT-Martin
Texas A&M,Missouri
Lamar,Texas A&M-Corpus Christi
Texas-Arlington,Texas State
UCLA,Washington
Virginia,Clemson
Maryland,Virginia Tech
Western Illinois,Omaha
Wofford,Elon
Youngstown State,Loyola (IL)
Dartmouth,Columbia
Harvard,Cornell
Lipscomb,Northern Kentucky
Loyola (MD),Siena
Yale,Penn
Princeton,Brown
Utah State,San Jose State
North Carolina-Asheville,Virginia Military Institute
Alabama,LSU
Alabama-Birmingham,Marshall
Alabama State,Alabama A&M
American,Colgate
Stanford,Arizona State
Arkansas-Pine Bluff,Southern
Bucknell,Army
Belmont,Austin Peay
Ball State,Western Michigan
Baylor,Texas Tech
Boston University,Binghamton
Boise State,Wyoming
San Francisco,BYU
Buffalo,Northern Illinois
Cal Poly,UC-Davis
Cal State Bakersfield,Cal State San Marcos
Long Beach State,Cal State Northridge
Cal State Fullerton,UC-Riverside
UCSB,Pacific
UCF,East Carolina
Charleston Southern,Campbell
VCU,Charlotte
College of Charleston,Chattanooga
NJIT,Chicago State
Pitt,Cincinnati
Valparaiso,Cleveland State
Morgan State,Coppin State
Illinois State,Creighton
Davidson,Appalachian State
Temple,Dayton
Denver,Idaho
Xavier,Duquesne
Florida,Mississippi State
Florida Gulf Coast,South Carolina Upstate
Elon,Furman
Gardner-Webb,Liberty
Delaware,George Mason
Butler,George Washington
Georgia,Texas A&M
Western Carolina,Georgia Southern
Towson,Georgia State
Gonzaga,Loyola Marymount
Prairie View,Grambling
Green Bay,Detroit
Hawaii,UC-Irvine
High Point,Coastal Carolina
Lehigh,Holy Cross
Tulane,Houston
Howard,Maryland-Eastern Shore
Indiana State,Southern Illinois
Iona,Rider
Iowa,Northwestern
North Dakota State,Fort Wayne
Omaha,IUPUI
Texas Southern,Jackson State
Kansas State,Iowa State
Kennesaw State,Jacksonville
Kent State,Central Michigan
Kentucky,Auburn
La Salle,Fordham
Louisiana Tech,Texas State
Maine,Albany (NY)
Marquette,DePaul
Vermont,UMBC
UMass,St. Joseph's
Mercer,North Florida
Miami (FL),UNC
Akron,Miami (OH)
Middle Tennessee,Troy
Wright State,Milwaukee
Mississippi Valley State,Alcorn State
Missouri,Ole Miss
UMKC,South Dakota
Montana,North Dakota
Northern Colorado,Montana State
Eastern Kentucky,Morehead State
Murray State,Tennessee State
Lafayette,Navy
Nebraska,Penn State
Nevada,Air Force
UNLV,New Mexico
New Mexico State,Seattle
Houston Baptist,New Orleans
Southeastern Louisiana,Nicholls State
Norfolk State,Delaware State
North Carolina A&T,Bethune-Cookman
North Carolina Central,Florida A&M
Hofstra,North Carolina-Wilmington
North Texas,Florida International
Eastern Washington,Northern Arizona
Northwestern State,Central Arkansas
Notre Dame,Louisville
Oakland,South Dakota State
Ohio,Bowling Green State
Oklahoma,Kansas
Northeastern,Old Dominion
Oregon,Utah
Penn,Brown
Pepperdine,Portland
Yale,Princeton
Michigan State,Purdue
Radford,Presbyterian
St. Bonaventure,Rhode Island
SMU,Rice
Saint Louis,Richmond
Robert Morris,Wagner
Georgetown,Rutgers
Sacramento State,Portland State
Mount St. Mary's,Saint Francis (PA)
Sam Houston State,Lamar
Samford,Citadel
Saint Mary's (CA),San Diego
San Diego State,Fresno State
Savannah State,South Carolina State
South Alabama,Florida Atlantic
Southeast Missouri State,Eastern Illinois
Memphis,Southern Miss
Stephen F. Austin,Oral Roberts
ETSU,Stetson
UT-Martin,Southern Illinois-Edwardsville
Tennessee Tech,Jacksonville State
Oklahoma State,Texas
Texas A&M-Corpus Christi,McNeese State
Texas-Arlington,UTSA
West Virginia,Texas Christian
Tulsa,UTEP
Toledo,Eastern Michigan
UCLA,Washington State
Utah Valley,Texas-Rio Grande Valley
Vanderbilt,Arkansas
Villanova,South Florida
Georgia Tech,Virginia Tech
Wake Forest,Florida State
Weber State,Southern Utah
Arkansas State,Western Kentucky
Wichita State,Missouri State
Longwood,Winthrop
Wisconsin,Michigan
Wofford,North Carolina-Greensboro
University of California,Arizona
Duke,Boston College
Northern Iowa,Bradley
North Carolina State,Clemson
Columbia,Harvard
Cornell,Dartmouth
Drexel,James Madison
Evansville,Drake
Monmouth,Fairleigh Dickinson
Hartford,Stony Brook
LIU-Brooklyn,St. Francis (NY)
Louisiana,Louisiana-Monroe
Marist,Loyola (MD)
Virginia,Maryland
Illinois,Minnesota
Canisius,Niagara
Indiana,Ohio State
Colorado,Oregon State
St. Peter's,Siena
UConn,Seton Hall
Tennessee,South Carolina
USC,Washington
Syracuse,St. John's (NY)
UIC,Youngstown State
Appalachian State,Furman
Arkansas-Pine Bluff,Alcorn State
Chattanooga,Samford
Delaware,Old Dominion
Georgetown,Marquette
Texas Southern,Grambling
Hampton,Delaware State
Morgan State,Howard
Jackson State,Prairie View
Kansas,Kansas State
Southern,Mississippi Valley State
Norfolk State,Maryland-Eastern Shore
North Carolina A&T,Florida A&M
North Carolina Central,Bethune-Cookman
Oklahoma,Texas Christian
Utah Valley,Northern New Mexico
Weber State,Idaho State
Western Carolina,Wofford
Northeastern,William & Mary
Cincinnati,Villanova
Detroit,Cleveland State
Manhattan,Fairfield
Florida,Kentucky
Alabama,Georgia
Holy Cross,Navy
James Madison,Towson
Michigan State,Michigan
Milwaukee,Loyola (IL)
Missouri State,Indiana State
Rutgers,Seton Hall
Stony Brook,Binghamton
Cal State Bakersfield,UTSA
Boston University,Vermont
Virginia,Virginia Tech
Valparaiso,Wright State
Air Force,UNLV
Arkansas,Auburn
Baylor,West Virginia
Boston College,Wake Forest
Bowling Green State,Western Michigan
Bucknell,Colgate
Buffalo,Toledo
Charlotte,Butler
UC-Irvine,UC-Riverside
Liberty,Campbell
Ohio,Central Michigan
Colorado State,San Diego State
UConn,Syracuse
Duke,UNC
East Carolina,Alabama-Birmingham
Akron,Eastern Michigan
Miami (FL),Florida State
New Mexico,Fresno State
Georgia State,Hofstra
Houston,UTEP
Illinois,Purdue
Illinois State,Bradley
Indiana,Nebraska
Kent State,Miami (OH)
Army,Lafayette
Lehigh,American
Long Beach State,Cal State Fullerton
High Point,Longwood
Maine,Hartford
Marshall,Rice
Memphis,UCF
Missouri,Mississippi State
New Hampshire,UMBC
Gardner-Webb,North Carolina-Asheville
Delaware,Northeastern
Ball State,Northern Illinois
Northern Iowa,Creighton
Notre Dame,DePaul
Coastal Carolina,Presbyterian
Rhode Island,Dayton
St. Joseph's,Richmond
Providence,South Florida
Southern Illinois,Evansville
Southern Miss,Tulane
La Salle,St. Bonaventure
Texas,Iowa State
Texas A&M,Ole Miss
Oklahoma State,Texas Tech
Utah,Arizona State
Tennessee,Vanderbilt
Radford,Virginia Military Institute
Oregon,Washington
Oregon State,Washington State
Wichita State,Drake
William & Mary,North Carolina-Wilmington
Winthrop,Charleston Southern
Wyoming,Nevada
Xavier,Fordham
Arkansas State,Little Rock
University of California,UCLA
UC-Davis,Hawaii
Texas A&M-Corpus Christi,Central Arkansas
Chattanooga,Furman
Georgia Southern,Citadel
Davidson,College of Charleston
Colorado,Arizona
George Mason,Drexel
ETSU,Kennesaw State
Austin Peay,Eastern Illinois
Eastern Kentucky,Tennessee Tech
Elon,Appalachian State
Fairfield,Siena
St. Francis (NY),Fairleigh Dickinson
Savannah State,Florida A&M
Florida Atlantic,Western Kentucky
Clemson,Georgia Tech
Texas-Arlington,Idaho
Idaho State,Montana State
Stetson,Lipscomb
Louisiana-Monroe,North Texas
Louisville,St. John's (NY)
Loyola (MD),Canisius
Minnesota,Wisconsin
Fort Wayne,UMKC
LIU-Brooklyn,Monmouth
Morehead State,Jacksonville State
Mount St. Mary's,Bryant
Stephen F. Austin,Nicholls State
Western Carolina,North Carolina-Greensboro
North Dakota,Sacramento State
Western Illinois,North Dakota State
Northern Colorado,Northern Arizona
Florida Gulf Coast,Northern Kentucky
Ohio State,Northwestern
Oral Roberts,Sam Houston State
Pacific,Cal State Northridge
Iowa,Penn State
Pepperdine,Loyola Marymount
Portland State,Southern Utah
