Winner,Loser
Southern Illinois-Edwardsville,Eastern Kentucky
St. Francis (NY),Sacred Heart
Stephen F. Austin,Abilene Christian
NJIT,Stetson
Temple,Cincinnati
Tennessee State,Murray State
Tennessee Tech,Southeast Missouri State
Texas,Oklahoma State
Texas A&M-Corpus Christi,Nicholls State
Texas-Rio Grande Valley,UMKC
UTSA,UTEP
Baylor,Texas Tech
Towson,Drexel
Troy,Texas State
Valparaiso,Green Bay
Vanderbilt,Alabama
Wagner,Central Connecticut
Syracuse,Wake Forest
Oral Roberts,Western Illinois
Western Michigan,Northern Illinois
Winthrop,Liberty
Wright State,Youngstown State
Yale,Brown
Army,American
Colorado,Oregon
Creighton,DePaul
Southern Illinois,Drake
Florida State,Virginia
UConn,Houston
Iowa,Michigan
Manhattan,Niagara
North Carolina-Greensboro,Virginia Military Institute
Canisius,Quinnipiac
Rider,Iona
George Mason,Saint Louis
St. Peter's,Marist
SMU,Tulane
Utah,Oregon State
Wichita State,Indiana State
Wisconsin,Michigan State
Albany (NY),Binghamton
Alcorn State,Arkansas-Pine Bluff
Arkansas State,Little Rock
Bethune-Cookman,Morgan State
Boston University,Loyola (MD)
Cleveland State,UIC
Syracuse,Duke
Coppin State,Florida A&M
Texas Southern,Grambling
Stony Brook,Hartford
Iowa State,Oklahoma
Jackson State,Prairie View
New Hampshire,Maine
Southern,Mississippi Valley State
Monmouth,Siena
Stephen F. Austin,New Orleans
Norfolk State,North Carolina A&T
Hampton,North Carolina Central
Purdue,Rutgers
Sam Houston State,Nicholls State
Savannah State,Delaware State
South Carolina State,Maryland-Eastern Shore
Southeastern Louisiana,Lamar
Texas Tech,Texas Christian
UMass-Lowell,Vermont
Wright State,Detroit
Valparaiso,Youngstown State
Abilene Christian,McNeese State
Akron,Eastern Michigan
Auburn,Alabama
Kent State,Ball State
Toledo,Bowling Green State
Houston Baptist,Central Arkansas
Green Bay,Chicago State
UConn,Tulane
Tulsa,East Carolina
Evansville,Loyola (IL)
St. Peter's,Fairfield
Florida,Mississippi State
Georgia State,Georgia Southern
Indiana,Illinois
Liberty,Longwood
Maryland,Northwestern
Buffalo,Miami (OH)
South Carolina,Ole Miss
Northern Illinois,Central Michigan
Texas A&M-Corpus Christi,Northwestern State
Northern Kentucky,Oakland
Ohio,Western Michigan
Oklahoma State,Kansas
North Carolina State,Pitt
Providence,Butler
San Diego State,Fresno State
Southeast Missouri State,Hannibal-LaGrange
SMU,Houston
Dayton,St. Bonaventure
Texas A&M,LSU
UNLV,Utah State
Virginia,Clemson
Wofford,Tennessee Wesleyan
Georgetown,Xavier
Colorado State,Air Force
Baylor,Kansas State
Boise State,San Jose State
Miami (FL),Boston College
Illinois State,Bradley
UC-Irvine,Cal State Fullerton
Long Beach State,UCSB
Colgate,Boston University
Missouri State,Drake
Fordham,George Mason
Winthrop,Gardner-Webb
High Point,North Carolina-Asheville
Holy Cross,Army
Temple,La Salle
American,Lafayette
Navy,Lehigh
Louisville,Florida State
Bucknell,Loyola (MD)
DePaul,Marquette
Michigan,Minnesota
Nebraska,Michigan State
Georgia,Missouri
UNC,Wake Forest
Wichita State,Northern Iowa
Notre Dame,Virginia Tech
UCLA,Oregon State
St. Joseph's,Penn
Charleston Southern,Presbyterian
Radford,Campbell
Saint Louis,Davidson
Villanova,Seton Hall
South Dakota,Western Illinois
UCF,South Florida
Southern Illinois,Indiana State
Vanderbilt,Tennessee
VCU,Duquesne
Washington,Colorado
Texas,West Virginia
Nevada,Wyoming
Alabama-Birmingham,Rice
Appalachian State,Georgia State
Kentucky,Arkansas
Austin Peay,Southern Illinois-Edwardsville
Vermont,Binghamton
Saint Francis (PA),Bryant
Cal State Bakersfield,Texas-Rio Grande Valley
Cal State Northridge,Cal Poly
University of California,Arizona State
UC-Davis,UC-Riverside
Robert Morris,Central Connecticut
Charlotte,Marshall
Grand Canyon,Chicago State
Cincinnati,Memphis
Omaha,Denver
ETSU,Mercer
Eastern Kentucky,Jacksonville State
Fairleigh Dickinson,LIU-Brooklyn
Fort Wayne,North Dakota State
James Madison,Drexel
Florida Gulf Coast,Kennesaw State
Lipscomb,Stetson
Louisiana,South Alabama
Louisiana-Monroe,Troy
BYU,Loyola Marymount
Manhattan,Monmouth
Hartford,UMBC
New Hampshire,UMass-Lowell
Middle Tennessee,North Texas
Utah Valley,UMKC
Idaho,Montana
Montana State,Eastern Washington
Morehead State,Tennessee Tech
Murray State,Eastern Illinois
NJIT,Jacksonville
Chattanooga,North Carolina-Greensboro
North Carolina-Wilmington,Delaware
Hofstra,Northeastern
North Dakota,Northern Arizona
Old Dominion,Western Kentucky
South Dakota State,Oral Roberts
Oregon,USC
Pacific,Portland
Wisconsin,Penn State
Pepperdine,San Diego
Purdue,Ohio State
Iowa,Rutgers
Sacred Heart,Mount St. Mary's
Saint Mary's (CA),Gonzaga
San Francisco,Santa Clara
New Mexico State,Seattle
Siena,Rider
North Florida,South Carolina Upstate
Northern Colorado,Southern Utah
Wagner,St. Francis (NY)
Arizona,Stanford
Belmont,UT-Martin
Texas-Arlington,Arkansas State
UTEP,Florida Atlantic
Florida International,UTSA
Little Rock,Texas State
College of Charleston,Towson
Virginia Military Institute,Samford
Utah,Washington State
Citadel,Western Carolina
William & Mary,Elon
Yale,Brown
Duquesne,George Mason
George Washington,Rhode Island
Iona,St. Peter's
Fairfield,Marist
Canisius,Niagara
Northern Illinois,Toledo
Northern Kentucky,UIC
Stony Brook,Albany (NY)
Wright State,Valparaiso
Fresno State,Air Force
Akron,Miami (OH)
LSU,Alabama
Alabama-Birmingham,North Texas
Alcorn State,Alabama A&M
Eastern Illinois,Austin Peay
Oklahoma,Baylor
Bucknell,Boston University
Kent State,Bowling Green State
Robert Morris,Bryant
New Mexico State,Cal State Bakersfield
Cal Poly,Cal State Fullerton
University of California,Arizona
UC-Riverside,Long Beach State
UCSB,Cal State Northridge
Saint Francis (PA),Central Connecticut
Central Michigan,Ohio
Coastal Carolina,Charleston Southern
Charlotte,Western Kentucky
Utah Valley,Chicago State
College of Charleston,Delaware
UConn,Georgetown
Columbia,Cornell
Creighton,Butler
Dartmouth,Harvard
ETSU,Citadel
Tennessee Tech,Eastern Kentucky
Ball State,Eastern Michigan
James Madison,Elon
Florida,Auburn
Pitt,Florida State
Furman,Wofford
Georgia,Arkansas
Louisville,Georgia Tech
Oakland,Green Bay
Hampton,Savannah State
Hawaii,UC-Davis
South Florida,Houston
Idaho State,Weber State
Illinois State,Northern Iowa
Incarnate Word,Abilene Christian
Indiana,Northwestern
IUPUI,Fort Wayne
Jackson State,Grambling
Kansas,Texas
Kansas State,Oklahoma State
Stetson,Kennesaw State
Kentucky,Vanderbilt
Houston Baptist,Lamar
Liberty,High Point
St. Francis (NY),LIU-Brooklyn
Louisiana,Troy
Louisiana-Monroe,South Alabama
Loyola (IL),Drake
Loyola Marymount,San Diego
Maryland-Eastern Shore,Bethune-Cookman
Saint Louis,UMass
McNeese State,Northwestern State
Miami (FL),Wake Forest
Michigan State,Maryland
Middle Tennessee,Rice
Milwaukee,Detroit
Illinois,Minnesota
Mississippi State,Ole Miss
Grand Canyon,UMKC
Montana,Eastern Washington
Montana State,Idaho
Murray State,Southern Illinois-Edwardsville
Michigan,Nebraska
Nevada,UNLV
Central Arkansas,Nicholls State
Norfolk State,South Carolina State
North Carolina-Asheville,Presbyterian
Duke,North Carolina State
Towson,Northeastern
Northern Colorado,Northern Arizona
Notre Dame,Boston College
Marshall,Old Dominion
Omaha,Oral Roberts
Oregon,UCLA
Gonzaga,Pacific
Pepperdine,BYU
Arkansas-Pine Bluff,Prairie View
Portland State,Sacramento State
Saint Mary's (CA),Portland
San Diego State,Utah State
New Mexico,San Jose State
Seattle,Texas-Rio Grande Valley
Jacksonville,South Carolina Upstate
South Dakota State,South Dakota
Southern,Alabama State
Louisiana Tech,Southern Miss
North Dakota,Southern Utah
Stanford,Arizona State
Stephen F. Austin,Sam Houston State
Tennessee,South Carolina
Texas A&M,Missouri
Texas A&M-Corpus Christi,New Orleans
Little Rock,Texas-Arlington
Iowa State,Texas Christian
Florida International,UTEP
Florida Atlantic,UTSA
Texas Southern,Mississippi Valley State
Texas State,Arkansas State
West Virginia,Texas Tech
Colorado,Washington State
North Dakota State,Western Illinois
Western Michigan,Buffalo
Wichita State,Bradley
Boise State,Wyoming
Xavier,Seton Hall
Belmont,Tennessee State
Siena,Canisius
Cincinnati,Tulane
Colgate,Holy Cross
North Carolina-Wilmington,Drexel
Fairfield,Iona
Mount St. Mary's,Fairleigh Dickinson
Dayton,Fordham
Hofstra,William & Mary
Indiana State,Evansville
Iowa,Purdue
St. Joseph's,La Salle
Lipscomb,Florida Gulf Coast
Winthrop,Longwood
Binghamton,UMass-Lowell
East Carolina,Memphis
Southern Illinois,Missouri State
Monmouth,Marist
Jacksonville State,Morehead State
New Hampshire,Hartford
North Florida,NJIT
North Carolina-Greensboro,Samford
Valparaiso,Northern Kentucky
Oregon State,USC
Princeton,Bryn Athyn
Radford,Gardner-Webb
Rider,Quinnipiac
Southeast Missouri State,UT-Martin
Marquette,St. John's (NY)
Temple,SMU
Tulsa,UCF
Vermont,UMBC
Providence,Villanova
Virginia,Syracuse
VCU,St. Bonaventure
UNC,Virginia Tech
Sacred Heart,Wagner
Utah,Washington
Western Carolina,Mercer
Wright State,UIC
Youngstown State,Cleveland State
Alcorn State,Alabama State
Georgia Southern,Appalachian State
Bucknell,Lafayette
Delaware State,North Carolina A&T
Green Bay,Detroit
South Carolina State,Hampton
Houston Baptist,Hillsdale
Iowa State,Kansas
McNeese State,Incarnate Word
Miami (FL),Duke
Oakland,Milwaukee
New Orleans,Central Arkansas
Northwestern State,Nicholls State
Norfolk State,Savannah State
Ohio State,Penn State
Mississippi Valley State,Prairie View
Davidson,Richmond
Sam Houston State,Abilene Christian
Southern,Alabama A&M
Stephen F. Austin,Lamar
Stony Brook,Maine
Texas Southern,Arkansas-Pine Bluff
Furman,Virginia Military Institute
Akron,Northern Illinois
Alabama,Tennessee
Florida State,Boston College
Buffalo,Ball State
Memphis,UCF
Duquesne,La Salle
Fresno State,Wyoming
Georgetown,Creighton
Howard,Bethune-Cookman
Illinois State,Drake
Kent State,Eastern Michigan
LSU,Georgia
Central Michigan,Miami (OH)
San Diego State,Nevada
Siena,Niagara
Oklahoma,Texas Tech
Xavier,Providence
South Carolina,Mississippi State
Texas,Texas Christian
Texas A&M-Corpus Christi,Southeastern Louisiana
Ohio,Toledo
South Alabama,Troy
Vanderbilt,Florida
Virginia,Wake Forest
West Virginia,Kansas State
Bowling Green State,Western Michigan
Wisconsin,Indiana
Albany (NY),UMass-Lowell
Arkansas,Texas A&M
Boston University,Army
Binghamton,UMBC
Northern Iowa,Bradley
Butler,DePaul
UC-Irvine,Cal State Northridge
UC-Davis,Cal State Fullerton
High Point,Campbell
Clemson,Pitt
Coastal Carolina,North Carolina-Asheville
Colorado,Stanford
Colorado State,San Jose State
Coppin State,North Carolina A&T
Dayton,Saint Louis
Delaware State,North Carolina Central
East Carolina,Temple
Murray State,Eastern Kentucky
Jacksonville,Florida Gulf Coast
Liberty,Gardner-Webb
Maine,Hartford
Loyola (MD),Holy Cross
Houston,Tulsa
Indiana State,Missouri State
Kentucky,Missouri
Lehigh,Colgate
LIU-Brooklyn,Sacred Heart
Radford,Longwood
Marquette,Stetson
Michigan,Rutgers
Purdue,Minnesota
Ole Miss,Auburn
Morehead State,Austin Peay
American,Navy
UNLV,Boise State
Vermont,New Hampshire
New Mexico,Air Force
Lipscomb,NJIT
Georgia Tech,North Carolina State
Baylor,Oklahoma State
Rhode Island,Fordham
St. Joseph's,UMass
Seton Hall,St. John's (NY)
Kennesaw State,South Carolina Upstate
South Florida,Tulane
Utah,University of California
Louisville,Virginia Tech
Wichita State,Loyola (IL)
Winthrop,Charleston Southern
Oregon,Arizona
Arizona State,Oregon State
Little Rock,Georgia Southern
Arkansas State,Georgia State
BYU,Loyola Marymount
UC-Riverside,Cal Poly
Central Connecticut,Bryant
North Carolina-Greensboro,Citadel
College of Charleston,Northeastern
Cincinnati,UConn
William & Mary,Delaware
Denver,South Dakota
Towson,Drexel
Eastern Illinois,UT-Martin
Eastern Washington,Portland State
Fairleigh Dickinson,Saint Francis (PA)
Old Dominion,Florida Atlantic
Charlotte,Florida International
Furman,Western Carolina
Richmond,George Washington
Gonzaga,Santa Clara
Grand Canyon,Cal State Bakersfield
Hofstra,Elon
Sacramento State,Idaho
Idaho State,Southern Utah
Ohio State,Illinois
Youngstown State,UIC
Belmont,Jacksonville State
North Carolina-Wilmington,James Madison
Long Beach State,UCSB
Louisiana,Texas State
Louisiana-Monroe,Texas-Arlington
Louisiana Tech,UTSA
Niagara,Marist
Marshall,Middle Tennessee
Maryland,Iowa
Mercer,Virginia Military Institute
Mount St. Mary's,Robert Morris
Michigan State,Northwestern
Fort Wayne,Oral Roberts
San Francisco,Portland
Monmouth,Quinnipiac
Rider,St. Peter's
Pepperdine,San Diego
South Dakota State,Omaha
USC,Washington State
Evansville,Southern Illinois
Southeast Missouri State,Southern Illinois-Edwardsville
Southern Miss,UTEP
Syracuse,Notre Dame
Tennessee Tech,Tennessee State
Appalachian State,Troy
Washington,UCLA
Seattle,Utah Valley
Valparaiso,Cleveland State
Wagner,St. Francis (NY)
Weber State,Northern Arizona
Western Kentucky,Alabama-Birmingham
Wofford,ETSU
Princeton,Brown
Columbia,Dartmouth
VCU,Davidson
Northern Kentucky,Detroit
Fairfield,Canisius
Cornell,Harvard
Iona,Manhattan
IUPUI,Western Illinois
Milwaukee,Green Bay
Oakland,Wright State
Ohio,Kent State
Yale,Penn
Abilene Christian,Lamar
Alabama A&M,Prairie View
Texas Southern,Alabama State
Arizona,Oregon State
Arkansas,Texas Tech
Little Rock,Georgia State
Arkansas-Pine Bluff,Grambling
Georgia Southern,Arkansas State
Oklahoma State,Auburn
Akron,Ball State
Baylor,Georgia
Bethune-Cookman,Florida A&M
New Mexico,Boise State
BYU,Pepperdine
Brown,Penn
Bucknell,Army
UC-Riverside,Cal State Fullerton
UC-Davis,Cal Poly
UCSB,UC-Irvine
St. Francis (NY),Central Connecticut
Central Michigan,Bowling Green State
Gardner-Webb,Charleston Southern
Citadel,Virginia Military Institute
Coastal Carolina,Campbell
American,Colgate
Maryland-Eastern Shore,Coppin State
Seton Hall,Creighton
Cornell,Dartmouth
Dayton,La Salle
South Carolina State,Delaware State
South Dakota State,Denver
Xavier,DePaul
Drake,Bradley
Hofstra,Drexel
Houston,East Carolina
Morehead State,Eastern Kentucky
Eastern Washington,Sacramento State
Florida,West Virginia
Florida Atlantic,Charlotte
Old Dominion,Florida International
Florida State,Clemson
Furman,ETSU
Providence,Georgetown
Gonzaga,San Francisco
Seattle,Grand Canyon
Hampton,Norfolk State
Albany (NY),Hartford
Columbia,Harvard
Long Beach State,Hawaii
Holy Cross,Navy
Houston Baptist,Sam Houston State
Idaho,Portland State
Idaho State,Northern Arizona
UIC,Cleveland State
Incarnate Word,Nicholls State
Indiana,Minnesota
Jacksonville,Stetson
Tennessee State,Jacksonville State
Kansas,Kentucky
Kansas State,Ole Miss
NJIT,Kennesaw State
South Carolina Upstate,Lipscomb
Fairleigh Dickinson,LIU-Brooklyn
Louisiana,Texas-Arlington
Louisiana-Monroe,Texas State
Oklahoma,LSU
Virginia,Louisville
Loyola (IL),Indiana State
Loyola (MD),Lafayette
Maine,Binghamton
Marquette,Butler
Alabama-Birmingham,Marshall
New Hampshire,UMBC
Fordham,UMass
Mercer,North Carolina-Greensboro
Miami (OH),Northern Illinois
Jackson State,Mississippi Valley State
Mississippi State,Missouri
UMKC,Chicago State
Missouri State,Illinois State
Monmouth,St. Peter's
Montana,Montana State
Morgan State,Howard
Wagner,Mount St. Mary's
Omaha,South Dakota
San Diego State,UNLV
New Mexico State,Texas-Rio Grande Valley
New Orleans,McNeese State
UNC,Boston College
North Carolina-Asheville,Longwood
North Carolina A&T,Savannah State
North Carolina State,Miami (FL)
North Carolina-Wilmington,College of Charleston
North Florida,Florida Gulf Coast
Elon,Northeastern
Northern Colorado,North Dakota
Northwestern State,Southeastern Louisiana
Saint Mary's (CA),Pacific
Michigan,Penn State
Santa Clara,Portland
Liberty,Presbyterian
Purdue,Nebraska
Quinnipiac,Niagara
St. Joseph's,Rhode Island
Rice,North Texas
Sacred Heart,Bryant
Saint Francis (PA),Robert Morris
Duquesne,Saint Louis
Chattanooga,Samford
San Diego,Loyola Marymount
San Jose State,Air Force
Siena,Marist
South Alabama,Appalachian State
South Carolina,Alabama
Austin Peay,Southeast Missouri State
Southern,Alcorn State
USC,Washington
Eastern Illinois,Southern Illinois-Edwardsville
SMU,Memphis
Southern Miss,UTSA
Syracuse,Georgia Tech
UT-Martin,Murray State
Tennessee Tech,Belmont
Texas,Vanderbilt
Texas A&M,Iowa State
Stephen F. Austin,Texas A&M-Corpus Christi
Texas Christian,Tennessee
Buffalo,Toledo
Towson,Delaware
Tulsa,Tulane
UCLA,Washington State
Utah,Stanford
Nevada,Utah State
Cal State Bakersfield,Utah Valley
Valparaiso,Youngstown State
Stony Brook,Vermont
Weber State,Southern Utah
Middle Tennessee,Western Kentucky
Western Michigan,Eastern Michigan
Winthrop,Radford
Wofford,Western Carolina
Wyoming,Colorado State
Yale,Princeton
Oregon,Arizona State
Boston University,Lehigh
UConn,UCF
Colorado,University of California
Detroit,Wright State
Wichita State,Evansville
George Washington,George Mason
Wisconsin,Illinois
Iowa,Northwestern
Fort Wayne,Western Illinois
IUPUI,North Dakota State
Louisiana Tech,UTEP
Michigan State,Rutgers
Northern Iowa,Southern Illinois
Notre Dame,Wake Forest
Maryland,Ohio State
Pitt,Virginia Tech
Rider,Canisius
Temple,South Florida
St. Bonaventure,Richmond
Villanova,St. John's (NY)
William & Mary,James Madison
Texas Southern,Alabama A&M
Alabama State,Prairie View
American,Holy Cross
Jackson State,Arkansas-Pine Bluff
Navy,Army
Texas,Baylor
Chattanooga,Citadel
Delaware State,Cheyney
Eastern Illinois,St. Ambrose
Quinnipiac,Fairfield
North Carolina Central,Florida A&M
Florida State,North Carolina State
Houston,SMU
Jacksonville,Florida Gulf Coast
Kennesaw State,South Carolina Upstate
Sam Houston State,Lamar
NJIT,Lipscomb
Louisville,UNC
Loyola (MD),Colgate
Maryland-Eastern Shore,Howard
Mississippi Valley State,Grambling
Morgan State,Coppin State
New Orleans,Nicholls State
Stetson,North Florida
Oakland,Northern Kentucky
Iona,St. Peter's
Mercer,Samford
Monmouth,Siena
Southeastern Louisiana,McNeese State
Abilene Christian,Houston Baptist
Air Force,Wyoming
LSU,Auburn
Bethune-Cookman,Savannah State
Boise State,Utah State
Ball State,Bowling Green State
Butler,Georgetown
Central Michigan,Kent State
DePaul,Providence
Eastern Michigan,Miami (OH)
Georgia,South Carolina
Duke,Georgia Tech
Hampton,Washington Adventist
Incarnate Word,Texas A&M-Corpus Christi
Indiana State,Drake
West Virginia,Iowa State
Liberty,Winthrop
Louisiana,Louisiana-Monroe
Manhattan,Rider
UMass,Rhode Island
Indiana,Michigan
Alabama,Mississippi State
Missouri State,Bradley
New Mexico,UNLV
Buffalo,Northern Illinois
Northwestern State,Central Arkansas
Akron,Ohio
Oklahoma,Texas Christian
San Diego State,Colorado State
San Francisco,Menlo
Syracuse,Virginia Tech
Tennessee,Kentucky
Toledo,Western Michigan
Clemson,Wake Forest
American,Bucknell
UC-Irvine,Cal Poly
Cal State Northridge,UC-Riverside
Florida,Arkansas
George Washington,Davidson
UMass-Lowell,Hartford
Gardner-Webb,High Point
Iowa,Penn State
Kansas,Kansas State
VCU,La Salle
Army,Lafayette
Lehigh,Loyola (MD)
Longwood,Campbell
Illinois State,Loyola (IL)
Albany (NY),UMBC
Miami (FL),Notre Dame
Ole Miss,Missouri
Boston University,Navy
Maryland,Nebraska
North Carolina-Asheville,Charleston Southern
Charlotte,North Carolina A&T
Northern Iowa,Evansville
Coastal Carolina,Presbyterian
George Mason,Richmond
Illinois,Rutgers
St. Bonaventure,St. Joseph's
San Jose State,Fresno State
Seton Hall,Marquette
Stony Brook,Binghamton
Texas Tech,Oklahoma State
Vermont,Maine
Villanova,Creighton
Virginia,Boston College
Washington,Arizona State
Arizona,Washington State
Western Illinois,Omaha
Wichita State,Southern Illinois
Xavier,St. John's (NY)
Alabama-Birmingham,Florida International
Louisiana,Appalachian State
Little Rock,Troy
Arkansas State,South Alabama
Belmont,Morehead State
BYU,Saint Mary's (CA)
Cal State Bakersfield,UMKC
Cal State Fullerton,UC-Davis
Hawaii,UCSB
Chattanooga,Wofford
Cincinnati,South Florida
Detroit,Cleveland State
College of Charleston,Towson
Denver,IUPUI
James Madison,Drexel
Elon,Delaware
Georgia Southern,Texas-Arlington
Georgia State,Texas State
North Carolina-Wilmington,Hofstra
LIU-Brooklyn,Mount St. Mary's
Gonzaga,Loyola Marymount
UConn,Memphis
Middle Tennessee,Florida Atlantic
New Mexico State,Grand Canyon
North Carolina-Greensboro,Western Carolina
North Dakota,Idaho State
North Dakota State,Oral Roberts
North Texas,Southern Miss
William & Mary,Northeastern
Eastern Washington,Northern Arizona
Weber State,Northern Colorado
Green Bay,Northern Kentucky
Northwestern,Minnesota
Oregon,Colorado
Oregon State,Utah
Portland,Pepperdine
Portland State,Montana State
Quinnipiac,Marist
Louisiana Tech,Rice
Central Connecticut,Robert Morris
Sacramento State,Montana
Sacred Heart,St. Francis (NY)
Saint Francis (PA),Bryant
Furman,Samford
San Diego,Pacific
Seattle,Chicago State
Fort Wayne,South Dakota
Murray State,Southeast Missouri State
USC,UCLA
Idaho,Southern Utah
Temple,Tulsa
UT-Martin,Austin Peay
Eastern Kentucky,Tennessee State
UTEP,Marshall
Utah Valley,Texas-Rio Grande Valley
Western Kentucky,UTSA
UCF,Tulane
Vanderbilt,Texas A&M
ETSU,Virginia Military Institute
Fairleigh Dickinson,Wagner
Wisconsin,Ohio State
Wright State,Milwaukee
Oakland,Youngstown State
Akron,Central Michigan
Brown,Cornell
Iona,Canisius
Monmouth,Fairfield
Rider,Niagara
Penn,Dartmouth
Princeton,Harvard
Siena,St. Peter's
Yale,Columbia
Air Force,Boise State
Alabama,Missouri
Alabama-Birmingham,Florida Atlantic
Albany (NY),Vermont
Louisiana-Monroe,Appalachian State
Arkansas,Tennessee
Little Rock,South Alabama
Alabama A&M,Arkansas-Pine Bluff
Troy,Arkansas State
Loyola (MD),Army
Ball State,Western Michigan
Eastern Kentucky,Belmont
Bethune-Cookman,Delaware State
New Hampshire,Binghamton
Bradley,Indiana State
Pacific,BYU
Columbia,Brown
Buffalo,Eastern Michigan
Hawaii,Cal Poly
Cal State Bakersfield,Chicago State
University of California,Stanford
UC-Davis,UC-Riverside
UCSB,Cal State Fullerton
North Carolina-Asheville,Campbell
Central Arkansas,New Orleans
Temple,UCF
Longwood,Charleston Southern
Old Dominion,Charlotte
Chattanooga,Furman
Oakland,Cleveland State
College of Charleston,Drexel
Colorado State,Nevada
Creighton,DePaul
Northern Iowa,Drake
Duke,North Carolina State
Davidson,Duquesne
Eastern Illinois,Southeast Missouri State
Towson,Elon
Evansville,Missouri State
Florida Gulf Coast,North Florida
St. Joseph's,Fordham
Fresno State,UNLV
Gardner-Webb,Presbyterian
Dayton,George Mason
Georgia,Auburn
Georgia Southern,Texas State
Texas-Arlington,Georgia State
Southern,Grambling
Liberty,High Point
Bucknell,Holy Cross
Stephen F. Austin,Houston Baptist
Norfolk State,Howard
Valparaiso,UIC
Illinois State,Wichita State
Alcorn State,Jackson State
Tennessee Tech,Jacksonville State
Kansas State,Oklahoma
Toledo,Kent State
Kentucky,Florida
Rhode Island,La Salle
Boston University,Lafayette
Incarnate Word,Lamar
Lehigh,American
Long Beach State,Cal State Northridge
LSU,Mississippi State
Louisville,Boston College
Portland,Loyola Marymount
UMBC,Maine
Maryland,Purdue
Maryland-Eastern Shore,Hampton
Stony Brook,UMass-Lowell
Memphis,Cincinnati
Mercer,Citadel
Miami (OH),Bowling Green State
Michigan State,Michigan
Middle Tennessee,Florida International
Ole Miss,Vanderbilt
Alabama State,Mississippi Valley State
Austin Peay,Murray State
Colgate,Navy
Nebraska,Rutgers
Denver,Omaha
New Mexico State,Utah Valley
Nicholls State,McNeese State
NJIT,Kennesaw State
North Carolina A&T,North Carolina Central
ETSU,North Carolina-Greensboro
North Dakota,Weber State
North Dakota State,Fort Wayne
North Texas,Louisiana Tech
North Carolina-Wilmington,Northeastern
Northern Arizona,Idaho
Idaho State,Northern Colorado
Northern Kentucky,Milwaukee
Notre Dame,UNC
Ohio,Northern Illinois
Iowa State,Oklahoma State
Oregon State,Colorado
Penn State,Indiana
Penn,Harvard
Gonzaga,Pepperdine
Virginia,Pitt
Montana,Portland State
Prairie View,Texas Southern
Princeton,Dartmouth
Villanova,Providence
Coastal Carolina,Radford
Rice,Southern Miss
Richmond,UMass
Robert Morris,Bryant
Montana State,Sacramento State
Sacred Heart,LIU-Brooklyn
Saint Francis (PA),Central Connecticut
Wofford,Samford
Saint Mary's (CA),San Diego
San Diego State,New Mexico
San Francisco,Santa Clara
Savannah State,Morgan State
Seattle,UMKC
Seton Hall,Georgetown
South Carolina State,Coppin State
Lipscomb,South Carolina Upstate
South Dakota,Oral Roberts
South Dakota State,IUPUI
Southeastern Louisiana,Abilene Christian
Loyola (IL),Southern Illinois
UT-Martin,Southern Illinois-Edwardsville
Eastern Washington,Southern Utah
St. Francis (NY),Fairleigh Dickinson
Butler,St. John's (NY)
Jacksonville,Stetson
Tennessee State,Morehead State
Texas,Texas Tech
South Carolina,Texas A&M
Texas A&M-Corpus Christi,Sam Houston State
Kansas,Texas Christian
UTEP,Western Kentucky
Grand Canyon,Texas-Rio Grande Valley
Marshall,UTSA
George Washington,VCU
Western Carolina,Virginia Military Institute
Virginia Tech,Clemson
Wagner,Mount St. Mary's
Florida State,Wake Forest
Arizona,Washington
Arizona State,Washington State
West Virginia,Baylor
William & Mary,Delaware
Wright State,Green Bay
Wyoming,Utah State
Xavier,Marquette
Yale,Cornell
Detroit,Youngstown State
Canisius,Rider
UConn,East Carolina
Fairfield,Manhattan
Miami (FL),Georgia Tech
Iowa,Illinois
James Madison,Hofstra
Marist,Siena
Iona,Niagara
Oregon,Utah
SMU,South Florida
St. Bonaventure,Saint Louis
Tulsa,Houston
Arkansas-Pine Bluff,Alabama State
Army,Colgate
Albany (NY),Binghamton
Samford,Citadel
Notre Dame,Clemson
Duke,Louisville
Florida A&M,Delaware State
Furman,North Carolina-Greensboro
Georgetown,St. John's (NY)
Alcorn State,Grambling
Hampton,Howard
Jackson State,Southern
Lehigh,Lafayette
Abilene Christian,Lamar
Norfolk State,Maryland-Eastern Shore
UMass-Lowell,Vermont
Chattanooga,Mercer
Mississippi Valley State,Alabama A&M
New Hampshire,Maine
New Mexico State,Northern New Mexico
Nicholls State,Incarnate Word
Oklahoma,Texas
St. Peter's,Quinnipiac
Savannah State,Coppin State
South Carolina State,Morgan State
Stephen F. Austin,Northwestern State
Stony Brook,Hartford
Texas A&M-Corpus Christi,Houston Baptist
Texas Christian,Oklahoma State
Wofford,Virginia Military Institute
Ohio,Ball State
UNC,Boston College
Akron,Bowling Green State
Toledo,Buffalo
Central Arkansas,Southeastern Louisiana
Cincinnati,UCF
Creighton,Xavier
Dayton,Duquesne
Villanova,DePaul
Wichita State,Drake
Eastern Michigan,Central Michigan
Florida,Ole Miss
Grand Canyon,Benedictine
Kansas,West Virginia
Kent State,Northern Illinois
Kentucky,Georgia
Monmouth,Marist
Maryland,Bowie State
Miami (FL),Pitt
Mississippi State,Arkansas
Ohio State,Northwestern
Purdue,Michigan State
Rhode Island,George Mason
Tennessee,Auburn
Texas-Arlington,Texas State
Utah State,New Mexico
Virginia,Virginia Tech
Miami (OH),Western Michigan
