Winner,Loser
Southeast Missouri State,Tennessee Tech
Southern,Arkansas-Pine Bluff
SMU,East Carolina
Alabama-Birmingham,Southern Miss
Southern Utah,Weber State
Stanford,UConn
North Florida,Stetson
UT-Martin,Jacksonville State
Texas,West Virginia
UTEP,UTSA
Texas Southern,Grambling
Texas Christian,Texas Tech
Western Michigan,Toledo
William & Mary,Towson
Troy,Georgia Southern
Utah State,Air Force
Virginia Military Institute,ETSU
Oregon State,Washington State
Radford,Winthrop
Wofford,Western Carolina
Valparaiso,Wright State
Xavier,Marquette
Cleveland State,Youngstown State
Canisius,Iona
DePaul,St. John's (NY)
Indiana,Illinois
Loyola (MD),Boston University
Rider,Manhattan
Quinnipiac,Marist
Monmouth,Fairfield
IUPUI,Omaha
Boise State,New Mexico
Siena,Niagara
UNC,Virginia Tech
Northern Iowa,Missouri State
Oakland,Albion
Robert Morris,Sacred Heart
St. Francis (NY),Saint Francis (PA)
Southern Illinois,Loyola (IL)
St. Bonaventure,St. Joseph's
Washington,Oregon
Arkansas-Pine Bluff,Alcorn State
Georgia State,Arkansas State
Charleston Southern,North Carolina-Asheville
Florida State,Clemson
Coppin State,Florida A&M
Delaware State,Savannah State
Duke,Pitt
ETSU,Tusculum
Georgetown,Villanova
North Carolina Central,Hampton
High Point,Longwood
Houston Baptist,Central Arkansas
Kansas,Oklahoma
Lamar,Southeastern Louisiana
Louisiana-Monroe,Louisiana
NJIT,Maine
Hartford,UMBC
South Carolina State,Maryland-Eastern Shore
Bethune-Cookman,Morgan State
New Hampshire,UMass-Lowell
Norfolk State,North Carolina A&T
Detroit,Northeastern
Prairie View,Grambling
South Alabama,Little Rock
Southern,Mississippi Valley State
Stephen F. Austin,New Orleans
Albany (NY),Stony Brook
Texas-Arlington,Texas State
Texas,Texas Christian
Texas Southern,Jackson State
Appalachian State,Troy
Vermont,Binghamton
San Diego State,Air Force
Harvard,Bryant
Davidson,Dayton
Illinois State,Drake
LSU,Florida
Georgia,Ole Miss
Green Bay,UIC
Iowa State,Kansas State
Kentucky,Vanderbilt
McNeese State,Abilene Christian
Milwaukee,Wright State
Nebraska,Minnesota
Utah State,Nevada
Sam Houston State,Nicholls State
Michigan,Rutgers
Tennessee,South Carolina
Syracuse,Boston College
Texas A&M-Corpus Christi,Northwestern State
Wisconsin,Iowa
Valparaiso,Youngstown State
Army,Colgate
Mississippi State,Auburn
Ohio,Ball State
Baylor,Huston-Tillotson
Boise State,San Jose State
Boston University,American
Bowling Green State,Eastern Michigan
Butler,Creighton
St. Francis (NY),Central Connecticut
Central Michigan,Buffalo
Cincinnati,Houston
North Carolina-Wilmington,College of Charleston
Delaware,William & Mary
Denver,Oral Roberts
Hofstra,Drexel
Holy Cross,Lafayette
Illinois,Purdue
Kent State,Toledo
Lehigh,Navy
Evansville,Loyola (IL)
Bucknell,Loyola (MD)
Western Michigan,Miami (OH)
Michigan State,Penn State
Wichita State,Missouri State
New Mexico,UNLV
Northern Illinois,Akron
Northern Iowa,Indiana State
Oklahoma State,Texas Tech
Monmouth,Penn
St. Joseph's,UMass
Quinnipiac,St. Peter's
South Dakota State,Fort Wayne
Southern Illinois,Bradley
St. John's (NY),Marquette
Texas A&M,Missouri
SMU,Tulane
Tulsa,Memphis
Utah,Washington State
UNC,Wake Forest
Alabama-Birmingham,Charlotte
Appalachian State,South Alabama
Arkansas,Alabama
Little Rock,Troy
Belmont,UT-Martin
Bryant,LIU-Brooklyn
Cal Poly,Cal State Fullerton
UC-Irvine,Cal State Northridge
Arizona State,University of California
UCSB,UC-Riverside
Chattanooga,Virginia Military Institute
Seattle,Chicago State
Washington,Colorado
UConn,UCF
St. Bonaventure,Duquesne
ETSU,Citadel
Murray State,Eastern Illinois
Eastern Washington,Northern Colorado
Towson,Elon
Canisius,Fairfield
George Washington,Fordham
Gardner-Webb,Longwood
Gonzaga,Saint Mary's (CA)
Albany (NY),Hartford
Hawaii,UC-Davis
North Dakota,Idaho
Sacramento State,Idaho State
Indiana,Maryland
North Dakota State,IUPUI
Jacksonville State,Eastern Kentucky
Kennesaw State,Stetson
Winthrop,Liberty
Lipscomb,Jacksonville
Louisiana,Arkansas State
Texas-Arlington,Louisiana-Monroe
UMBC,Maine
UTSA,Marshall
Stony Brook,UMass-Lowell
Miami (FL),North Carolina State
Middle Tennessee,Old Dominion
UMKC,Cal State Bakersfield
Montana,Northern Arizona
Montana State,Southern Utah
Robert Morris,Mount St. Mary's
New Hampshire,Vermont
New Mexico State,Grand Canyon
North Carolina-Asheville,Coastal Carolina
North Texas,Louisiana Tech
Northeastern,James Madison
North Florida,Northern Kentucky
Ohio State,Northwestern
Oakland,Milwaukee
Oregon,USC
Oregon State,UCLA
Portland,Pacific
Presbyterian,Campbell
Providence,Xavier
Radford,High Point
Rhode Island,La Salle
Rice,Southern Miss
Iona,Rider
Sacred Heart,Fairleigh Dickinson
Samford,North Carolina-Greensboro
San Francisco,Pepperdine
Santa Clara,Loyola Marymount
DePaul,Seton Hall
Florida Gulf Coast,South Carolina Upstate
Southern Illinois-Edwardsville,Austin Peay
Arizona,Stanford
Temple,South Florida
Morehead State,Tennessee Tech
Utah Valley,Texas-Rio Grande Valley
Georgia Southern,Texas State
Virginia,Georgia Tech
Notre Dame,Virginia Tech
Wagner,Saint Francis (PA)
Portland State,Weber State
Western Carolina,Mercer
South Dakota,Western Illinois
Western Kentucky,UTEP
Wofford,Furman
Cleveland State,Detroit
Green Bay,Valparaiso
Monmouth,Niagara
Quinnipiac,Manhattan
VCU,Saint Louis
Siena,Marist
Incarnate Word,Abilene Christian
Boise State,Air Force
Alabama,Auburn
Southern,Alabama A&M
Alabama-Birmingham,Old Dominion
Alabama State,Alcorn State
Texas-Arlington,Little Rock
Arkansas-Pine Bluff,Texas Southern
Kent State,Ball State
Baylor,Oklahoma
Maryland-Eastern Shore,Bethune-Cookman
Bucknell,Boston University
Bradley,Missouri State
Sacred Heart,Bryant
Cal Poly,UC-Riverside
Long Beach State,Cal State Northridge
Arizona,University of California
UCSB,Cal State Fullerton
Nicholls State,Central Arkansas
Central Connecticut,Wagner
Central Michigan,Eastern Michigan
Charleston Southern,Gardner-Webb
Chattanooga,North Carolina-Greensboro
Cal State Bakersfield,Chicago State
Clemson,Wake Forest
Coastal Carolina,Presbyterian
Colgate,Loyola (MD)
Colorado,Washington State
Colorado State,San Diego State
Cornell,Columbia
Dayton,Richmond
Drexel,College of Charleston
Tulsa,East Carolina
Austin Peay,Eastern Illinois
Eastern Washington,North Dakota
Elon,Delaware
Evansville,Southern Illinois
LIU-Brooklyn,Fairleigh Dickinson
Howard,Florida A&M
Fresno State,Nevada
Furman,Allen
Davidson,George Mason
George Washington,Duquesne
Georgia State,Louisiana
Gonzaga,Pacific
Jackson State,Grambling
Dartmouth,Harvard
UC-Irvine,Hawaii
High Point,North Carolina-Asheville
James Madison,Hofstra
Holy Cross,Navy
Houston Baptist,Lamar
Idaho,Northern Colorado
Idaho State,Portland State
Indiana State,Loyola (IL)
Fort Wayne,North Dakota State
IUPUI,South Dakota
Morehead State,Jacksonville State
Kansas State,Oklahoma State
Florida Gulf Coast,Kennesaw State
Lehigh,Lafayette
North Florida,Lipscomb
Georgia Southern,Louisiana-Monroe
Georgetown,Marquette
Marshall,UTEP
Memphis,Tulane
Wisconsin,Michigan
Middle Tennessee,Charlotte
Minnesota,Illinois
Ole Miss,Florida
Georgia,Mississippi State
Prairie View,Mississippi Valley State
Arkansas,Missouri
UMKC,Seattle
Montana,Southern Utah
Northern Arizona,Montana State
Mount St. Mary's,Saint Francis (PA)
Nebraska,Michigan State
Omaha,Denver
UNLV,Utah State
New Mexico State,Utah Valley
Texas A&M-Corpus Christi,New Orleans
UNC,Florida State
Delaware State,North Carolina A&T
North Carolina Central,Coppin State
North Carolina-Wilmington,Towson
Southern Miss,North Texas
Miami (OH),Northern Illinois
Northern Kentucky,Jacksonville
Northwestern State,McNeese State
Ohio,Buffalo
South Dakota State,Oral Roberts
Oregon,UCLA
Oregon State,USC
Penn State,Rutgers
Saint Mary's (CA),Portland
Purdue,Iowa
Radford,Liberty
Louisiana Tech,Rice
Rider,Canisius
Penn,St. Joseph's
Stephen F. Austin,Sam Houston State
Samford,Western Carolina
San Diego,BYU
Loyola Marymount,San Francisco
Santa Clara,Pepperdine
Savannah State,Hampton
Kentucky,South Carolina
Norfolk State,South Carolina State
South Carolina Upstate,Stetson
Murray State,Southern Illinois-Edwardsville
SMU,Houston
Robert Morris,St. Francis (NY)
Stanford,Arizona State
Miami (FL),Syracuse
Texas A&M,Tennessee
UT-Martin,Southeast Missouri State
Tennessee Tech,Eastern Kentucky
Kansas,Texas
Texas-Rio Grande Valley,Grand Canyon
Appalachian State,Texas State
Texas Tech,Iowa State
Toledo,Bowling Green State
Arkansas State,Troy
LSU,Vanderbilt
Virginia Military Institute,Citadel
Sacramento State,Weber State
West Virginia,Texas Christian
Western Kentucky,UTSA
Akron,Western Michigan
William & Mary,Northeastern
Winthrop,Campbell
Wofford,ETSU
Wyoming,New Mexico
Xavier,DePaul
Yale,Brown
Youngstown State,UIC
Albany (NY),UMBC
Stony Brook,Binghamton
Butler,Seton Hall
Cincinnati,UCF
UConn,South Florida
Boston College,Georgia Tech
Maine,Hartford
Northern Iowa,Illinois State
Iona,Niagara
Manhattan,Monmouth
Marist,Fairfield
Maryland,Northwestern
Vermont,UMass-Lowell
Notre Dame,North Carolina State
Ohio State,Indiana
Louisville,Pitt
Princeton,Rowan
Rhode Island,St. Bonaventure
St. Peter's,Siena
NJIT,South Alabama
Duke,St. John's (NY)
Belmont,Tennessee State
Utah,Washington
Villanova,Creighton
Virginia,Virginia Tech
Wichita State,Drake
Sam Houston State,Abilene Christian
Alabama A&M,Alcorn State
Alabama State,Southern
Army,American
Arkansas-Pine Bluff,Prairie View
Howard,Bethune-Cookman
Campbell,Gardner-Webb
Wright State,Detroit
Maryland-Eastern Shore,Florida A&M
Incarnate Word,McNeese State
Iowa State,Texas
Stephen F. Austin,Lamar
Texas Southern,Mississippi Valley State
New Orleans,Central Arkansas
UNC,Syracuse
Coppin State,North Carolina A&T
North Carolina Central,Delaware State
Northwestern State,Nicholls State
Oakland,Cleveland State
High Point,Presbyterian
Norfolk State,Savannah State
South Carolina State,Hampton
Texas A&M-Corpus Christi,Southeastern Louisiana
Valparaiso,Milwaukee
Akron,Ball State
Florida,Alabama
Arkansas,Tennessee
Texas A&M,Auburn
Boise State,Colorado State
Bowling Green State,Northern Illinois
Buffalo,Western Michigan
Cal State Bakersfield,San Diego Christian
Eastern Michigan,Ohio
Evansville,Indiana State
Xavier,Georgetown
Georgia,Vanderbilt
West Virginia,Kansas State
Kent State,Central Michigan
La Salle,St. Joseph's
Michigan,Nebraska
UNLV,Nevada
Oklahoma State,Baylor
Oral Roberts,Tabor College
San Diego State,Fresno State
Toledo,Miami (OH)
Tulsa,Tulane
Utah State,Wyoming
VCU,George Washington
Virginia Tech,Pitt
Arizona,Oregon
Arizona State,Oregon State
Morehead State,Austin Peay
Louisville,Boston College
Drake,Bradley
Bucknell,Lehigh
Temple,UCF
Radford,Charleston Southern
Winthrop,Coastal Carolina
Lafayette,Colgate
Creighton,St. John's (NY)
Drexel,Northeastern
Florida State,Wake Forest
Rhode Island,Fordham
Houston,Rice
Illinois State,Missouri State
James Madison,Delaware
North Carolina-Asheville,Longwood
LSU,South Carolina
New Hampshire,Maine
Seton Hall,Marquette
Binghamton,UMBC
Memphis,East Carolina
Georgia Tech,Miami (FL)
Ole Miss,Mississippi State
Navy,American
Clemson,North Carolina State
North Carolina-Wilmington,Elon
Notre Dame,Duke
Oakland,Wright State
Oklahoma,Texas Tech
Penn State,Minnesota
Purdue,Indiana
Richmond,Duquesne
Air Force,San Jose State
South Dakota State,Omaha
SMU,South Florida
Northern Iowa,Southern Illinois
Stony Brook,Hartford
Kansas,Texas Christian
Albany (NY),Vermont
Stanford,Washington
Wichita State,Loyola (IL)
William & Mary,Hofstra
Little Rock,Arkansas State
Army,Boston University
Belmont,Jacksonville State
BYU,San Francisco
Long Beach State,Cal State Fullerton
Hawaii,Cal State Northridge
UC-Davis,UCSB
UC-Irvine,Cal Poly
Charlotte,Florida Atlantic
Cincinnati,UConn
Detroit,Youngstown State
Florida Gulf Coast,Lipscomb
Furman,ETSU
George Mason,Saint Louis
Georgia Southern,Appalachian State
Gonzaga,Portland
Grand Canyon,UMKC
South Carolina Upstate,Jacksonville
High Point,Liberty
LIU-Brooklyn,Central Connecticut
Louisiana Tech,Western Kentucky
Loyola (MD),Holy Cross
UMass,Dayton
Mercer,Chattanooga
Milwaukee,UIC
Kentucky,Missouri
Murray State,Eastern Kentucky
Wofford,North Carolina-Greensboro
Weber State,North Dakota
North Dakota State,Denver
North Florida,Kennesaw State
Northern Colorado,Idaho State
Ohio State,Maryland
Old Dominion,Florida International
Pepperdine,Pacific
Montana,Portland State
Providence,DePaul
Robert Morris,Fairleigh Dickinson
Michigan State,Rutgers
Sacramento State,Montana State
Saint Francis (PA),Bryant
Saint Mary's (CA),Loyola Marymount
Rider,St. Peter's
San Diego,Santa Clara
South Alabama,Louisiana
Fort Wayne,South Dakota
Southern Illinois-Edwardsville,Southeast Missouri State
Colorado,USC
Marshall,Southern Miss
St. Francis (NY),Mount St. Mary's
Stetson,Northern Kentucky
UT-Martin,Eastern Illinois
Tennessee State,Tennessee Tech
Georgia State,Texas-Arlington
UTEP,Alabama-Birmingham
UTSA,Middle Tennessee
Towson,College of Charleston
Louisiana-Monroe,Troy
UCLA,Utah
Utah Valley,Chicago State
Western Carolina,Virginia Military Institute
Wagner,Sacred Heart
University of California,Washington State
Arizona,Oregon State
Oregon,Arizona State
Buffalo,Kent State
Canisius,Quinnipiac
Yale,Columbia
Cornell,Brown
Monmouth,Fairfield
Manhattan,Siena
Marist,Niagara
Penn,Dartmouth
Harvard,Princeton
Western Illinois,IUPUI
Southern,Alcorn State
Loyola (MD),Army
Southeast Missouri State,Austin Peay
Baylor,Texas
Belmont,Tennessee Tech
Binghamton,UMass-Lowell
Akron,Bowling Green State
BYU,Santa Clara
Colgate,Bucknell
Cal State Bakersfield,Seattle
UC-Davis,Cal Poly
UC-Irvine,UCSB
UC-Riverside,Cal State Northridge
Central Michigan,Ohio
Florida International,Charlotte
Chattanooga,Citadel
Clemson,Boston College
Cleveland State,Green Bay
Colorado State,Fresno State
Columbia,Brown
Yale,Cornell
Georgetown,Creighton
Delaware,College of Charleston
Villanova,DePaul
Drake,Evansville
Drexel,North Carolina-Wilmington
Duquesne,George Mason
ETSU,North Carolina Central
Eastern Illinois,Southern Illinois-Edwardsville
Eastern Michigan,Western Michigan
Eastern Washington,Idaho
Florida,Arkansas
Bethune-Cookman,Florida A&M
Florida Gulf Coast,Northern Kentucky
Gardner-Webb,Coastal Carolina
Georgia Southern,Little Rock
Georgia State,Arkansas State
North Carolina State,Georgia Tech
Gonzaga,Memphis
Arkansas-Pine Bluff,Grambling
Chicago State,Grand Canyon
Vermont,Hartford
Towson,Hofstra
Howard,Morgan State
Illinois,Penn State
Valparaiso,UIC
Indiana,Rutgers
Indiana State,Bradley
Iona,St. Peter's
Wisconsin,Iowa
Iowa State,Texas Christian
Kennesaw State,Jacksonville
William & Mary,James Madison
Kansas,Kansas State
Kentucky,Alabama
Lamar,Abilene Christian
Lehigh,Boston University
Charleston Southern,Liberty
Long Beach State,Hawaii
Louisiana-Monroe,South Alabama
Louisiana Tech,Marshall
Louisville,UNC
Illinois State,Loyola (IL)
Albany (NY),Maine
Butler,Marquette
Maryland-Eastern Shore,Coppin State
McNeese State,New Orleans
Miami (OH),Ball State
Milwaukee,Detroit
Minnesota,Nebraska
Mississippi State,LSU
Mississippi Valley State,Jackson State
Ole Miss,Missouri
Missouri State,Southern Illinois
Eastern Kentucky,Morehead State
Murray State,UT-Martin
Lafayette,Navy
Fort Wayne,Omaha
UNLV,Air Force
New Hampshire,Stony Brook
New Mexico,San Jose State
New Mexico State,Texas-Rio Grande Valley
Incarnate Word,Nicholls State
Norfolk State,Hampton
North Carolina-Asheville,Campbell
Western Carolina,North Carolina-Greensboro
North Dakota,Idaho State
South Carolina Upstate,North Florida
North Texas,Rice
Northeastern,Elon
Northern Colorado,Weber State
Toledo,Northern Illinois
Northern Iowa,Wichita State
Purdue,Northwestern
Oklahoma,Oklahoma State
Old Dominion,Florida Atlantic
Loyola Marymount,Pacific
Harvard,Penn
Pitt,Notre Dame
Portland State,Montana State
Prairie View,Alabama A&M
Longwood,Presbyterian
Princeton,Dartmouth
Radford,Winthrop
Rhode Island,George Washington
Bryant,Robert Morris
Sacramento State,Montana
Mount St. Mary's,Sacred Heart
Saint Francis (PA),Fairleigh Dickinson
St. Joseph's,Davidson
UMass,Saint Louis
Pepperdine,Saint Mary's (CA)
Sam Houston State,Houston Baptist
Samford,Furman
San Diego,San Francisco
San Diego State,Utah State
North Carolina A&T,Savannah State
Seton Hall,Xavier
South Carolina,Georgia
South Carolina State,Delaware State
Oral Roberts,South Dakota
South Dakota State,Denver
Northwestern State,Southeastern Louisiana
SMU,UCF
Western Kentucky,Southern Miss
Northern Arizona,Southern Utah
La Salle,St. Bonaventure
St. Francis (NY),LIU-Brooklyn
St. John's (NY),Providence
Stephen F. Austin,Texas A&M-Corpus Christi
Stetson,Lipscomb
Temple,Tulane
Tennessee,Auburn
Tennessee State,Jacksonville State
Texas A&M,Vanderbilt
Troy,Texas-Arlington
UTEP,Middle Tennessee
Alabama-Birmingham,UTSA
Texas Southern,Alabama State
Louisiana,Texas State
Tulsa,South Florida
UCLA,Colorado
UMKC,Utah Valley
Duke,Virginia
Richmond,VCU
Wagner,Central Connecticut
Wake Forest,Virginia Tech
Washington State,Stanford
West Virginia,Texas Tech
Wofford,Mercer
Wyoming,Nevada
Marist,Canisius
Dayton,Fordham
East Carolina,Cincinnati
Florida State,Miami (FL)
Houston,UConn
Michigan State,Michigan
Manhattan,Monmouth
Niagara,Quinnipiac
Utah,USC
University of California,Washington
North Dakota State,Western Illinois
Oakland,Youngstown State
Coppin State,Morgan State
Mississippi Valley State,Grambling
American,Holy Cross
Houston Baptist,Abilene Christian
Howard,Maryland-Eastern Shore
Jackson State,Arkansas-Pine Bluff
Kansas,Iowa State
Nicholls State,New Orleans
NJIT,Hampton
Virginia,UNC
North Carolina Central,Florida A&M
Pitt,Bryant
Alabama State,Prairie View
Sam Houston State,Lamar
Siena,Rider
McNeese State,Southeastern Louisiana
Texas Southern,Alabama A&M
Winthrop,Charleston Southern
Green Bay,Wright State
Arkansas,South Carolina
Stetson,Bethune-Cookman
Hartford,Binghamton
Butler,St. John's (NY)
Campbell,Presbyterian
Northwestern State,Central Arkansas
Coastal Carolina,North Carolina-Asheville
DePaul,Seton Hall
Eastern Illinois,Baker
Florida International,Florida Atlantic
Radford,High Point
Illinois,Rutgers
Illinois State,Evansville
Northern Iowa,Indiana State
Kennesaw State,Paine
Kentucky,Georgia
Gardner-Webb,Longwood
Louisville,Miami (FL)
Nebraska,Northwestern
NJIT,Delaware State
Oklahoma,West Virginia
Saint Louis,St. Joseph's
South Carolina Upstate,St. Andrews
Syracuse,Virginia Tech
Mississippi State,Tennessee
Texas A&M-Corpus Christi,Incarnate Word
Boise State,Utah State
Vanderbilt,Florida
Vermont,Maine
North Carolina-Greensboro,Virginia Military Institute
Wake Forest,North Carolina State
Wisconsin,Indiana
Air Force,New Mexico
Alabama,Missouri
Albany (NY),New Hampshire
American,Loyola (MD)
Buffalo,Ball State
Baylor,Texas Christian
Boston University,Navy
Wichita State,Bradley
Bowling Green State,Central Michigan
Charlotte,North Carolina A&T
Cleveland State,Youngstown State
UConn,East Carolina
St. Bonaventure,Davidson
Hofstra,Delaware
Drake,Southern Illinois
Duke,Georgia Tech
Clemson,Florida State
UMass,Fordham
Fresno State,San Jose State
VCU,George Mason
Providence,Georgetown
Oakland,UIC
North Carolina-Wilmington,James Madison
Lafayette,Bucknell
Lehigh,Army
Maryland,Penn State
Memphis,Jacksonville State
Northern Illinois,Miami (OH)
Ole Miss,Texas A&M
Loyola (IL),Missouri State
San Diego State,Nevada
Northeastern,Towson
Notre Dame,Boston College
Ohio,Akron
Oregon,Washington
Purdue,Ohio State
Texas State,South Alabama
South Carolina State,St. Andrews
Temple,South Florida
Oklahoma State,Texas
Texas Tech,Kansas State
Toledo,Eastern Michigan
Valparaiso,Detroit
Villanova,Marquette
Western Michigan,Kent State
Winthrop,Liberty
Wyoming,Colorado State
Creighton,Xavier
Alabama-Birmingham,Louisiana Tech
Louisiana-Monroe,Little Rock
Troy,Arkansas State
UT-Martin,Austin Peay
Bryant,Mount St. Mary's
Hawaii,Cal Poly
Cal State Bakersfield,Utah Valley
Cal State Fullerton,Cal State Northridge
University of California,USC
UC-Davis,UC-Irvine
St. Francis (NY),Central Connecticut
New Mexico State,Chicago State
Mercer,Citadel
College of Charleston,William & Mary
Wofford,ETSU
Eastern Kentucky,Belmont
Drexel,Elon
Saint Francis (PA),Fairleigh Dickinson
UTEP,Florida Atlantic
UTSA,Florida International
Chattanooga,Furman
Georgia Southern,Georgia State
Green Bay,Milwaukee
Holy Cross,Colgate
Tulsa,Houston
Fort Wayne,South Dakota State
Oral Roberts,IUPUI
La Salle,Richmond
Long Beach State,UC-Riverside
LIU-Brooklyn,Robert Morris
Louisiana,Appalachian State
Auburn,LSU
Loyola Marymount,San Diego
Marshall,Rice
UMass-Lowell,UMBC
Iowa,Michigan
Middle Tennessee,Southern Miss
UMKC,Texas-Rio Grande Valley
Eastern Washington,Montana
Idaho,Montana State
Morehead State,Tennessee State
Murray State,Southeast Missouri State
North Dakota State,Omaha
Northern Arizona,Northern Colorado
Oregon State,Washington State
Pepperdine,BYU
Quinnipiac,Monmouth
Rider,Fairfield
Sacred Heart,Wagner
Portland,San Francisco
Gonzaga,Santa Clara
Grand Canyon,Seattle
South Dakota,Western Illinois
Cincinnati,SMU
North Dakota,Southern Utah
UCLA,Stanford
Samford,Western Carolina
Western Kentucky,North Texas
Harvard,Brown
Coastal Carolina,High Point
Princeton,Columbia
Penn,Cornell
Gardner-Webb,Campbell
George Washington,Dayton
Iona,Siena
Manhattan,Canisius
Marist,Niagara
North Carolina-Asheville,Longwood
North Florida,Jacksonville
Presbyterian,Liberty
Charleston Southern,Radford
Yale,Dartmouth
Southeastern Louisiana,Abilene Christian
Air Force,Wyoming
Akron,Buffalo
Alabama A&M,Mississippi Valley State
Alabama-Birmingham,Southern Miss
Alabama State,Arkansas-Pine Bluff
Albany (NY),UMass-Lowell
Jackson State,Alcorn State
Appalachian State,Troy
Arizona State,Arizona
Arkansas,Mississippi State
Little Rock,Texas State
Ole Miss,Auburn
Murray State,Austin Peay
Toledo,Ball State
UNC,Boston College
Brown,Dartmouth
Butler,DePaul
Grand Canyon,Cal State Bakersfield
UC-Riverside,Cal State Fullerton
UC-Davis,Cal State Northridge
University of California,UCLA
UCSB,Hawaii
Central Arkansas,New Orleans
Mount St. Mary's,Central Connecticut
Central Michigan,Western Michigan
Chicago State,Texas-Rio Grande Valley
Cincinnati,South Florida
North Carolina-Greensboro,Citadel
Cleveland State,Wright State
Colgate,American
Drexel,College of Charleston
Utah,Colorado
Colorado State,UNLV
Columbia,Penn
Coppin State,South Carolina State
Cornell,Princeton
Davidson,Duquesne
Bethune-Cookman,Delaware State
Denver,Omaha
Duke,Notre Dame
East Carolina,UCF
Samford,ETSU
Eastern Kentucky,Tennessee State
Bradley,Evansville
Robert Morris,Fairleigh Dickinson
Kentucky,Florida
UTSA,Florida Atlantic
UTEP,Florida International
Fordham,Saint Louis
Mercer,Furman
Georgia,Tennessee
Louisiana-Monroe,Georgia Southern
Georgia Tech,Wake Forest
Hampton,Maryland-Eastern Shore
Hofstra,Elon
Weber State,Idaho State
Incarnate Word,Lamar
Iowa State,Texas Tech
Fort Wayne,Oral Roberts
South Dakota State,IUPUI
Texas,Kansas State
South Carolina Upstate,Kennesaw State
Kent State,Miami (OH)
UC-Irvine,Long Beach State
LIU-Brooklyn,Saint Francis (PA)
Texas-Arlington,Louisiana
LSU,Alabama
Indiana State,Loyola (IL)
BYU,Loyola Marymount
Lehigh,Loyola (MD)
Maine,Binghamton
Marshall,North Texas
Temple,Memphis
Illinois,Michigan State
Louisiana Tech,Middle Tennessee
Minnesota,Purdue
Texas A&M,Missouri
New Mexico State,UMKC
Montana,Idaho
Eastern Washington,Montana State
Morehead State,Belmont
Morgan State,Savannah State
Navy,Army
New Hampshire,UMBC
Utah State,New Mexico
Nicholls State,McNeese State
NJIT,Fisher College
Norfolk State,Howard
North Carolina Central,North Carolina A&T
William & Mary,North Carolina-Wilmington
North Dakota State,South Dakota
Delaware,Northeastern
Northern Arizona,North Dakota
Bowling Green State,Northern Illinois
Northern Iowa,Drake
Northern Kentucky,Lipscomb
Ohio,Eastern Michigan
Oklahoma State,Kansas
Old Dominion,Charlotte
Penn State,Nebraska
San Diego,Pepperdine
Pitt,Syracuse
Sacramento State,Portland State
Sacred Heart,Bryant
St. Joseph's,George Mason
Saint Mary's (CA),Pacific
St. Peter's,Fairfield
Sam Houston State,Texas A&M-Corpus Christi
Gonzaga,San Francisco
Nevada,San Jose State
Portland,Santa Clara
Seattle,Utah Valley
Marquette,Seton Hall
Georgia State,South Alabama
Southeast Missouri State,Eastern Illinois
Southern,Grambling
Southern Illinois,Illinois State
Northern Colorado,Southern Utah
St. Bonaventure,VCU
St. John's (NY),Creighton
Stephen F. Austin,Houston Baptist
Florida Gulf Coast,Stetson
Vermont,Stony Brook
UT-Martin,Southern Illinois-Edwardsville
Tennessee Tech,Jacksonville State
Oklahoma,Texas Christian
Prairie View,Texas Southern
James Madison,Towson
UConn,Tulane
SMU,Tulsa
Vanderbilt,South Carolina
Villanova,Georgetown
Virginia,Louisville
Wofford,Virginia Military Institute
Florida State,Virginia Tech
St. Francis (NY),Wagner
Baylor,West Virginia
Western Carolina,Chattanooga
Rice,Western Kentucky
Wichita State,Missouri State
Wisconsin,Northwestern
Xavier,Providence
Harvard,Yale
Boise State,San Diego State
Bucknell,Holy Cross
UIC,Detroit
Indiana,Michigan
Iona,Marist
Iowa,Maryland
UMass,La Salle
Miami (FL),Clemson
Monmouth,Canisius
Oregon,Washington State
Oregon State,Washington
Quinnipiac,Niagara
Rhode Island,Richmond
Rider,Manhattan
Ohio State,Rutgers
Stanford,USC
Valparaiso,Oakland
Lamar,Abilene Christian
Arkansas-Pine Bluff,Alabama A&M
Alabama State,Mississippi Valley State
Alcorn State,Grambling
Oklahoma State,Baylor
Savannah State,Coppin State
Delaware State,Florida A&M
Duke,Florida State
North Carolina-Asheville,Gardner-Webb
Hampton,Howard
Houston Baptist,Texas A&M-Corpus Christi
Boston University,Lafayette
Morgan State,South Carolina State
New Orleans,McNeese State
Maryland-Eastern Shore,Norfolk State
Stephen F. Austin,Northwestern State
Oklahoma,Iowa State
St. Peter's,Siena
Sam Houston State,Texas College
Jackson State,Southern
Utah Valley,St. Katherine
Virginia Tech,Georgia Tech
Akron,Kent State
Arkansas,Auburn
Albany (NY),Binghamton
Bowling Green State,Western Michigan
Toledo,Buffalo
Notre Dame,Clemson
Colorado State,New Mexico
James Madison,Delaware
Drexel,Towson
East Carolina,Memphis
Eastern Michigan,Miami (OH)
Evansville,Missouri State
Iona,Fairfield
New Hampshire,Hartford
Incarnate Word,Nicholls State
Liberty,Campbell
Kentucky,LSU
Xavier,Marquette
Milwaukee,Oakland
Alabama,Mississippi State
Wisconsin,Nebraska
UNLV,Fresno State
Northern Illinois,Ball State
Michigan State,Northwestern
Central Michigan,Ohio
Dayton,Saint Louis
Georgetown,Seton Hall
South Carolina,Missouri
Southeastern Louisiana,Central Arkansas
Temple,Cincinnati
Kansas,Texas Tech
Utah State,Nevada
