Winner,Loser
Hartford,New Hampshire
Sam Houston State,New Orleans
Texas A&M-Corpus Christi,Nicholls State
Morgan State,Norfolk State
UNC,Boston College
North Carolina A&T,NJIT
North Carolina Central,Delaware State
Davidson,North Carolina-Greensboro
Drexel,North Carolina-Wilmington
North Dakota State,Western Illinois
Delaware,Northeastern
Northern Arizona,Portland State
Ohio,Northern Illinois
Northern Iowa,Missouri State
Northern Kentucky,Kennesaw State
St. Joseph's,Penn
Pepperdine,Portland
Gardner-Webb,Presbyterian
Providence,Creighton
Purdue,Penn State
Quinnipiac,Niagara
Radford,Longwood
Rhode Island,George Mason
Richmond,Dayton
Sacramento State,Eastern Washington
Wagner,Saint Francis (PA)
Saint Louis,Fordham
Saint Mary's (CA),Pacific
San Diego State,UNLV
San Francisco,San Diego
BYU,Santa Clara
Savannah State,Bethune-Cookman
Louisiana-Monroe,South Alabama
Ole Miss,South Carolina
Florida A&M,South Carolina State
South Dakota,Fort Wayne
Omaha,South Dakota State
Cincinnati,South Florida
Southeastern Louisiana,Lamar
Southern Illinois-Edwardsville,Murray State
George Washington,St. Bonaventure
St. Francis (NY),Sacred Heart
St. John's (NY),Dartmouth
Stanford,Washington
Stetson,South Carolina Upstate
Stony Brook,UMass-Lowell
Syracuse,Pitt
Belmont,Tennessee State
Southeast Missouri State,Tennessee Tech
Texas,Iowa State
Texas Tech,Texas Christian
Texas-Arlington,Texas State
Louisiana,Troy
Tulane,Rice
Utah,UCLA
Valparaiso,Milwaukee
Villanova,DePaul
Virginia,Florida State
VCU,Duquesne
Weber State,Southern Utah
Western Carolina,Samford
Western Kentucky,Arkansas State
Wichita State,Indiana State
William & Mary,James Madison
Michigan,Wisconsin
Chattanooga,Wofford
Wyoming,San Jose State
Yale,Brown
Youngstown State,Detroit
Army,Bucknell
Wright State,Cleveland State
Towson,College of Charleston
Houston,Rutgers
Green Bay,UIC
Iona,Siena
Iowa,Minnesota
Monmouth,Canisius
Notre Dame,Virginia Tech
Oregon State,Oregon
Utah Valley,Seattle
SMU,Hofstra
Southern Miss,Louisiana Tech
Bowling Green State,Western Michigan
Albany (NY),Binghamton
Alcorn State,Arkansas-Pine Bluff
Belmont,Fairfield
Boston University,Loyola (MD)
Xavier,DePaul
Delaware,Drexel
Marquette,Georgetown
Prairie View,Grambling
Morgan State,Hampton
Hartford,UMass-Lowell
Jackson State,Texas Southern
Kansas,Baylor
Marist,St. Peter's
Stony Brook,UMBC
Nebraska,Ohio State
Norfolk State,Coppin State
North Carolina A&T,Delaware State
North Carolina State,Maryland
Savannah State,Florida A&M
South Carolina State,Bethune-Cookman
Vermont,New Hampshire
Creighton,Villanova
Virginia,UNC
Weber State,Idaho State
Wofford,Western Carolina
Georgia Tech,Boston College
UConn,Temple
Florida Atlantic,Harvard
Florida State,Notre Dame
Kentucky,Texas A&M
LSU,Missouri
Nicholls State,McNeese State
Michigan State,Indiana
Missouri State,Evansville
New Mexico,Boise State
Northwestern,Purdue
Pitt,Clemson
Providence,Butler
SMU,Rutgers
Texas,Kansas State
Wright State,Milwaukee
Wyoming,Air Force
American,Boston University
Bradley,Northern Iowa
Bucknell,Loyola (MD)
Campbell,Radford
Canisius,Niagara
Army,Colgate
College of Charleston,North Carolina-Wilmington
VCU,Dayton
Saint Louis,Duquesne
Akron,Eastern Michigan
Fordham,George Mason
Nevada,Fresno State
Charleston Southern,Gardner-Webb
Georgia,South Carolina
Green Bay,Oakland
Hofstra,William & Mary
Cleveland State,UIC
Wichita State,Illinois State
Holy Cross,Lafayette
Longwood,Liberty
Indiana State,Loyola (IL)
Duke,Miami (FL)
Miami (OH),Central Michigan
Michigan,Iowa
Minnesota,Wisconsin
Mississippi State,Auburn
Mississippi Valley State,Southern
Lehigh,Navy
UNLV,Utah State
North Carolina-Asheville,Winthrop
North Carolina Central,North Carolina A&T
Bowling Green State,Ohio
Oklahoma,Texas Christian
Coastal Carolina,Presbyterian
Richmond,UMass
St. Joseph's,Rhode Island
San Diego State,San Jose State
Louisville,South Florida
USC,University of California
Drake,Southern Illinois
St. Bonaventure,La Salle
Tennessee,Arkansas
Toledo,Northern Illinois
Northeastern,Towson
Ole Miss,Vanderbilt
Virginia Military Institute,High Point
Wake Forest,Virginia Tech
Oregon State,Washington State
West Virginia,Texas Tech
Lamar,Abilene Christian
Florida,Alabama
Arizona,Colorado
Arizona State,Utah
Little Rock,Texas State
Jacksonville State,Austin Peay
Ball State,Buffalo
Belmont,Morehead State
Hartford,Binghamton
Bryant,LIU-Brooklyn
Chicago State,Cal State Bakersfield
Cal Poly,Cal State Fullerton
Hawaii,UC-Davis
UC-Irvine,Cal State Northridge
UCSB,UC-Riverside
Northwestern State,Central Arkansas
Chattanooga,Elon
Cincinnati,UCF
Appalachian State,Citadel
Tulane,East Carolina
ETSU,North Florida
Eastern Washington,Southern Utah
Fairleigh Dickinson,St. Francis (NY)
Wofford,Georgia Southern
Gonzaga,San Diego
Grand Canyon,Idaho
New Orleans,Houston Baptist
Montana,Idaho State
Incarnate Word,Sam Houston State
Stetson,Kennesaw State
Western Michigan,Kent State
Georgia State,Louisiana
Western Kentucky,Louisiana-Monroe
Louisiana Tech,Charlotte
UMass-Lowell,Maine
Memphis,Houston
Mercer,Florida Gulf Coast
Monmouth,Fairfield
Murray State,Tennessee Tech
Denver,Omaha
New Hampshire,Albany (NY)
North Dakota,Sacramento State
North Texas,Alabama-Birmingham
Northern Colorado,Northern Arizona
Ohio State,Illinois
Southern Miss,Old Dominion
Stephen F. Austin,Oral Roberts
Loyola Marymount,Pacific
Penn State,Nebraska
Portland,BYU
Marshall,Rice
Robert Morris,Sacred Heart
Mount St. Mary's,Saint Francis (PA)
Saint Mary's (CA),Pepperdine
Samford,North Carolina-Greensboro
Siena,St. Peter's
South Carolina Upstate,Jacksonville
Southeast Missouri State,Southern Illinois-Edwardsville
St. John's (NY),Seton Hall
UT-Martin,Eastern Illinois
Eastern Kentucky,Tennessee State
Texas A&M-Corpus Christi,Southeastern Louisiana
Texas-Arlington,Troy
Tulsa,Middle Tennessee
UCLA,Stanford
Utah Valley,UMKC
Central Connecticut,Wagner
Washington,Oregon
Weber State,Montana State
Davidson,Western Carolina
Western Illinois,South Dakota
Valparaiso,Youngstown State
Iona,Quinnipiac
Manhattan,Rider
Detroit,Milwaukee
Niagara,Marist
Lipscomb,Northern Kentucky
Stony Brook,Vermont
Sam Houston State,Abilene Christian
Alabama,LSU
Alabama State,Alcorn State
Arizona State,Colorado
Arkansas,Auburn
Arkansas State,Little Rock
American,Army
Austin Peay,Tennessee Tech
Texas,Baylor
Belmont,Eastern Kentucky
Bethune-Cookman,Maryland-Eastern Shore
Boise State,San Jose State
Miami (OH),Bowling Green State
Brown,Yale
Bryant,St. Francis (NY)
Boston University,Bucknell
St. John's (NY),Butler
UMKC,Cal State Bakersfield
Cal State Fullerton,UCSB
Hawaii,UC-Irvine
UC-Riverside,Cal Poly
Stephen F. Austin,Central Arkansas
Akron,Central Michigan
Longwood,Charleston Southern
Chattanooga,North Carolina-Greensboro
Western Carolina,Citadel
Cleveland State,Valparaiso
New Mexico,Colorado State
Columbia,Cornell
Creighton,Georgetown
Davidson,Georgia Southern
Delaware,Towson
Wichita State,Drake
William & Mary,Drexel
Duke,Florida State
Duquesne,St. Bonaventure
Southern Miss,East Carolina
ETSU,Jacksonville
Ohio,Eastern Michigan
Fairleigh Dickinson,Central Connecticut
Florida,Tennessee
Howard,Florida A&M
Florida International,Florida Atlantic
Wofford,Furman
Gardner-Webb,Campbell
George Washington,George Mason
Gonzaga,BYU
Grand Canyon,Seattle
High Point,North Carolina-Asheville
Northeastern,Hofstra
Southeastern Louisiana,Houston Baptist
Idaho State,Montana State
Incarnate Word,Lamar
Indiana State,Illinois State
Iowa State,Kansas State
Fort Wayne,IUPUI
Jackson State,Grambling
James Madison,College of Charleston
Florida Gulf Coast,Kennesaw State
Kentucky,Georgia
VCU,La Salle
Lehigh,Lafayette
Liberty,Presbyterian
Long Beach State,Cal State Northridge
LIU-Brooklyn,Mount St. Mary's
Western Kentucky,Louisiana
Georgia State,Louisiana-Monroe
Louisiana Tech,Marshall
Loyola (IL),Northern Iowa
Loyola (MD),Colgate
Villanova,Marquette
Pitt,Maryland
UMBC,Hartford
Mercer,Stetson
Syracuse,Miami (FL)
Michigan,Michigan State
Ole Miss,Mississippi State
Missouri,South Carolina
Missouri State,Southern Illinois
Murray State,Jacksonville State
Holy Cross,Navy
Omaha,South Dakota
UNLV,Fresno State
New Mexico State,Texas-Rio Grande Valley
North Carolina A&T,Morgan State
North Carolina Central,Coppin State
North Dakota,Northern Arizona
Middle Tennessee,North Texas
Northern Colorado,Sacramento State
Buffalo,Northern Illinois
Iowa,Northwestern
Oakland,UIC
Oklahoma State,West Virginia
Old Dominion,Tulane
Northwestern State,Oral Roberts
Pacific,Pepperdine
Penn,NJIT
San Diego,Portland
Portland State,Southern Utah
Prairie View,Arkansas-Pine Bluff
Providence,Xavier
Wisconsin,Purdue
Coastal Carolina,Radford
Rhode Island,Dayton
Rice,Charlotte
Richmond,St. Joseph's
Robert Morris,Wagner
UConn,Rutgers
Saint Francis (PA),Sacred Heart
Saint Mary's (CA),Loyola Marymount
Samford,Elon
San Francisco,Santa Clara
Hampton,Savannah State
Seton Hall,DePaul
South Carolina State,Norfolk State
South Carolina Upstate,North Florida
North Dakota State,South Dakota State
Eastern Illinois,Southeast Missouri State
Southern,Alabama A&M
Southern Illinois-Edwardsville,UT-Martin
Morehead State,Tennessee State
Vanderbilt,Texas A&M
New Orleans,Texas A&M-Corpus Christi
Texas-Arlington,South Alabama
Kansas,Texas Christian
UTEP,UTSA
Texas Southern,Mississippi Valley State
Texas State,Troy
Oklahoma,Texas Tech
Alabama-Birmingham,Tulsa
San Diego State,Utah State
Utah Valley,Chicago State
Virginia,Virginia Tech
Wake Forest,Notre Dame
Washington,Oregon State
Weber State,Montana
Denver,Western Illinois
Winthrop,Virginia Military Institute
Wyoming,Nevada
Youngstown State,Wright State
Arizona,Utah
Canisius,Marist
Harvard,Dartmouth
Evansville,Bradley
Siena,Fairfield
Green Bay,Detroit
SMU,Houston
Indiana,Illinois
Quinnipiac,Manhattan
UMass,Fordham
New Hampshire,UMass-Lowell
Memphis,South Florida
Nebraska,Minnesota
UNC,Clemson
North Carolina State,Georgia Tech
Princeton,Kean
Rider,Monmouth
Iona,St. Peter's
Stanford,USC
Stony Brook,Maine
Cincinnati,Temple
Toledo,Kent State
UCLA,University of California
Vermont,Binghamton
Oregon,Washington State
Western Michigan,Ball State
Alcorn State,Alabama A&M
Bethune-Cookman,Howard
NJIT,Delaware State
Villanova,Georgetown
Colgate,Lafayette
Coppin State,North Carolina A&T
North Carolina Central,Morgan State
Oklahoma,Oklahoma State
Duke,Pitt
Portland State,Eastern Washington
Mississippi Valley State,Prairie View
Norfolk State,Savannah State
Hampton,South Carolina State
Southern,Alabama State
Texas Southern,Arkansas-Pine Bluff
Towson,Hofstra
William & Mary,College of Charleston
Missouri,Arkansas
West Virginia,Baylor
Creighton,St. John's (NY)
Cleveland State,Eastern Illinois
Michigan State,Iowa
Kansas State,Texas Tech
LSU,Kentucky
Virginia Military Institute,North Carolina-Asheville
Virginia,Notre Dame
High Point,Presbyterian
South Florida,SMU
New Mexico,Utah State
Wichita State,Loyola (IL)
Akron,Ball State
Albany (NY),Stony Brook
American,Navy
UMBC,Binghamton
Boise State,Air Force
Boston College,Virginia Tech
Boston University,Army
Bradley,Illinois State
Buffalo,Western Michigan
Arizona State,University of California
Campbell,Charleston Southern
Memphis,UCF
Coastal Carolina,Liberty
St. Joseph's,Dayton
Detroit,UIC
Drake,Missouri State
Eastern Michigan,Bowling Green State
Fresno State,Wyoming
George Washington,La Salle
Vanderbilt,Georgia
UNC,Georgia Tech
Vermont,Hartford
Drexel,Hofstra
Holy Cross,Loyola (MD)
Kansas,Iowa State
Northern Illinois,Kent State
Lehigh,Bucknell
Gardner-Webb,Longwood
Maryland,Miami (FL)
Toledo,Miami (OH)
Belmont,Morehead State
Nevada,Colorado State
Maine,New Hampshire
Duquesne,NJIT
North Carolina State,Florida State
James Madison,Northeastern
Northern Iowa,Evansville
Ohio,Central Michigan
Penn State,Ohio State
St. Francis (NY),Sacred Heart
Saint Louis,Richmond
San Francisco,Portland
UNLV,San Jose State
Gonzaga,Santa Clara
Butler,Seton Hall
South Carolina,Texas A&M
Southeast Missouri State,UMKC
Southern Illinois,Indiana State
Southern Illinois-Edwardsville,Crowley's Ridge
St. Bonaventure,UMass
Arizona,Stanford
Temple,Rutgers
Tennessee,Ole Miss
Valparaiso,Green Bay
VCU,Fordham
Syracuse,Wake Forest
Delaware,William & Mary
Radford,Winthrop
Northwestern,Wisconsin
Alabama-Birmingham,Old Dominion
Little Rock,Louisiana
Auburn,Alabama
BYU,Pacific
UC-Davis,Cal Poly
Cal State Northridge,UC-Riverside
UCSB,UC-Irvine
Charlotte,Florida Atlantic
Grand Canyon,Chicago State
UConn,Houston
Davidson,Chattanooga
South Dakota State,Denver
Eastern Kentucky,UT-Martin
North Dakota,Eastern Washington
Elon,Western Carolina
Georgia Southern,Citadel
Long Beach State,Hawaii
Fort Wayne,Omaha
Western Illinois,IUPUI
Lipscomb,Jacksonville
Lamar,Houston Baptist
Wagner,LIU-Brooklyn
Louisiana-Monroe,Arkansas State
Cincinnati,Louisville
Marist,Monmouth
Marquette,Providence
Marshall,Florida International
Central Arkansas,McNeese State
Michigan,Purdue
Middle Tennessee,East Carolina
Milwaukee,Wright State
Florida,Mississippi State
Mount St. Mary's,Fairleigh Dickinson
Nebraska,Indiana
New Mexico State,Cal State Bakersfield
Nicholls State,Oral Roberts
North Carolina-Greensboro,Appalachian State
North Florida,Northern Kentucky
Weber State,Northern Arizona
Northwestern State,Incarnate Word
UCLA,Oregon
Oregon State,USC
Portland State,Northern Colorado
Canisius,Quinnipiac
Robert Morris,Bryant
Sacramento State,Idaho State
Saint Francis (PA),Central Connecticut
Sam Houston State,Texas A&M-Corpus Christi
San Diego,Saint Mary's (CA)
Siena,Niagara
North Dakota State,South Dakota
New Orleans,Southeastern Louisiana
Montana,Southern Utah
Stephen F. Austin,Abilene Christian
Tennessee State,Tennessee Tech
UTEP,Louisiana Tech
Utah Valley,Texas-Rio Grande Valley
UTSA,Rice
Western Kentucky,Texas-Arlington
Murray State,Austin Peay
Brown,Cornell
Dartmouth,Penn
Cleveland State,Detroit
Mercer,ETSU
Florida Gulf Coast,Stetson
Harvard,Princeton
Iona,Manhattan
Oakland,Youngstown State
Rider,St. Peter's
South Carolina Upstate,Kennesaw State
Virginia Military Institute,Presbyterian
Yale,Columbia
Tennessee,Alabama
Alabama A&M,Texas Southern
East Carolina,Alabama-Birmingham
Alabama State,Prairie View
Vermont,Albany (NY)
American,Holy Cross
Elon,Appalachian State
Arkansas-Pine Bluff,Grambling
Auburn,Georgia
Northern Illinois,Ball State
Savannah State,Bethune-Cookman
Lehigh,Boston University
BYU,Saint Mary's (CA)
Brown,Columbia
UC-Irvine,Cal Poly
University of California,Arizona
UCSB,UC-Davis
Coastal Carolina,Campbell
Charleston Southern,Liberty
Charlotte,Florida International
Chattanooga,Furman
Bucknell,Colgate
College of Charleston,Hofstra
Colorado,Utah
Hampton,Coppin State
Dartmouth,Princeton
Davidson,Citadel
Dayton,George Washington
Delaware,North Carolina-Wilmington
Denver,North Dakota State
Providence,DePaul
Eastern Illinois,Southern Illinois-Edwardsville
Eastern Kentucky,Southeast Missouri State
Eastern Washington,Northern Colorado
Canisius,Fairfield
Florida,Texas A&M
South Carolina State,Florida A&M
Clemson,Florida State
Fordham,Rhode Island
Georgetown,Michigan State
Georgia State,Texas-Arlington
Green Bay,Wright State
Harvard,Penn
Hawaii,Cal State Northridge
High Point,Winthrop
North Carolina Central,Howard
Seattle,Idaho
Iowa,Illinois
Valparaiso,UIC
Illinois State,Drake
Iowa State,Oklahoma
Fort Wayne,Western Illinois
Omaha,IUPUI
Jacksonville,Northern Kentucky
Kent State,Akron
La Salle,Duquesne
Lafayette,Navy
Texas A&M-Corpus Christi,Lamar
Long Beach State,Cal State Fullerton
North Carolina-Asheville,Longwood
Louisiana,Louisiana-Monroe
LSU,Arkansas
Louisville,UCF
Army,Loyola (MD)
Maine,UMBC
Marist,Niagara
Florida Atlantic,Marshall
Maryland-Eastern Shore,North Carolina A&T
UMass-Lowell,Binghamton
McNeese State,Oral Roberts
Miami (FL),Norfolk State
Miami (OH),Eastern Michigan
Middle Tennessee,Old Dominion
Northwestern,Minnesota
Ole Miss,South Carolina
Mississippi Valley State,Jackson State
Kentucky,Missouri
Grand Canyon,UMKC
Missouri State,Bradley
Morehead State,Jacksonville State
Morgan State,Delaware State
Mount St. Mary's,LIU-Brooklyn
Nevada,Air Force
UNLV,Boise State
New Mexico,San Jose State
New Mexico State,Utah Valley
Nicholls State,Central Arkansas
UNC,North Carolina State
Georgia Southern,North Carolina-Greensboro
Lipscomb,North Florida
Northern Arizona,Idaho State
Indiana State,Northern Iowa
Northwestern State,Abilene Christian
Notre Dame,Boston College
Ohio,Toledo
Baylor,Oklahoma State
Oregon,USC
Pepperdine,Loyola Marymount
Portland State,North Dakota
Gardner-Webb,Radford
Central Connecticut,Robert Morris
Rutgers,Houston
Sacramento State,Weber State
Saint Francis (PA),Fairleigh Dickinson
St. Joseph's,UMass
Saint Louis,George Mason
Sam Houston State,Houston Baptist
Pacific,San Diego
San Diego State,Colorado State
Gonzaga,San Francisco
Portland,Santa Clara
Quinnipiac,Siena
Little Rock,South Alabama
South Dakota State,South Dakota
Southern,Alcorn State
Southern Illinois,Loyola (IL)
SMU,Memphis
Southern Miss,Tulane
Montana State,Southern Utah
St. Francis (NY),Wagner
St. John's (NY),Marquette
Stanford,Arizona State
Stephen F. Austin,Incarnate Word
Stony Brook,Hartford
Syracuse,Duke
Villanova,Temple
Tennessee Tech,Belmont
Texas,Kansas
UTEP,Rice
Cal State Bakersfield,Texas-Rio Grande Valley
Louisiana Tech,UTSA
Texas Tech,Texas Christian
Towson,Drexel
Arkansas State,Troy
Tulsa,North Texas
Vanderbilt,Mississippi State
VCU,Richmond
Maryland,Virginia Tech
Georgia Tech,Wake Forest
Washington State,Washington
West Virginia,Kansas State
Western Kentucky,Texas State
Western Michigan,Central Michigan
Wichita State,Evansville
Ohio State,Wisconsin
Wofford,Samford
Wyoming,Utah State
Seton Hall,Xavier
Yale,Cornell
Bowling Green State,Buffalo
Cincinnati,South Florida
ETSU,Kennesaw State
Indiana,Michigan
William & Mary,James Madison
Milwaukee,Oakland
Oregon State,UCLA
Penn State,Purdue
Virginia,Pitt
Bryant,Sacred Heart
South Carolina Upstate,Mercer
Alabama A&M,Prairie View
Alabama State,Texas Southern
Arkansas-Pine Bluff,Jackson State
Bethune-Cookman,South Carolina State
Coppin State,Delaware State
Delaware,Northeastern
Georgetown,DePaul
Drexel,North Carolina-Wilmington
Florida A&M,Savannah State
Samford,Furman
Georgia State,South Alabama
Howard,North Carolina A&T
North Carolina Central,Maryland-Eastern Shore
UMass-Lowell,NJIT
Mississippi Valley State,Grambling
Montana,Montana State
Morgan State,Hampton
Iowa State,Oklahoma State
Rider,Fairfield
Syracuse,Notre Dame
Villanova,Xavier
Kansas,Baylor
Stony Brook,Binghamton
Clemson,Georgia Tech
Holy Cross,Colgate
Southern Illinois,Drake
Duke,Wake Forest
Eastern Kentucky,Chattanooga
Florida,Missouri
Wisconsin,Illinois
Ohio State,Iowa
Kentucky,Ole Miss
Winthrop,Liberty
Manhattan,St. Peter's
Marquette,Butler
Memphis,Rutgers
Iona,Monmouth
UNC,Maryland
Northern Illinois,Miami (OH)
St. John's (NY),Providence
South Dakota,Peru State
Texas,Texas Christian
Towson,James Madison
Vermont,Maine
Fresno State,Air Force
Akron,Eastern Michigan
Albany (NY),UMass-Lowell
Arkansas,Alabama
Army,Lehigh
San Diego State,Boise State
Lafayette,Bucknell
Buffalo,Ball State
Stanford,University of California
South Florida,UCF
Central Michigan,Kent State
Radford,Charleston Southern
High Point,Coastal Carolina
Colorado,Washington State
Colorado State,UNLV
Delaware,College of Charleston
Missouri State,Evansville
Florida State,Virginia Tech
Virginia Military Institute,Gardner-Webb
Dayton,George Mason
George Washington,Duquesne
Gonzaga,Portland
Green Bay,UIC
Louisville,Houston
Illinois State,Northern Iowa
Wichita State,Indiana State
Loyola (MD),American
UMBC,New Hampshire
UMass,La Salle
Pitt,Miami (FL)
Michigan,Nebraska
Boston University,Navy
Omaha,Peru State
New Mexico,Wyoming
North Carolina-Asheville,Campbell
William & Mary,North Carolina-Wilmington
Northeastern,Hofstra
Presbyterian,Longwood
Purdue,Minnesota
Richmond,St. Bonaventure
Saint Louis,St. Joseph's
Auburn,South Carolina
Texas A&M,Mississippi State
Toledo,Bowling Green State
Utah State,Nevada
Vanderbilt,Tennessee
Virginia,Boston College
West Virginia,Oklahoma
Western Michigan,Ohio
Wright State,Youngstown State
Abilene Christian,Houston Baptist
Appalachian State,Citadel
Arizona,Oregon
Arizona State,Oregon State
Georgia State,Little Rock
Belmont,Murray State
BYU,Santa Clara
UC-Davis,Cal State Northridge
UC-Irvine,Long Beach State
UC-Riverside,Cal State Fullerton
Central Arkansas,Southeastern Louisiana
Bryant,Central Connecticut
Cincinnati,UConn
UTEP,East Carolina
Eastern Illinois,UT-Martin
Elon,North Carolina-Greensboro
Middle Tennessee,Florida Atlantic
Florida Gulf Coast,Jacksonville
Florida International,Alabama-Birmingham
Georgia,LSU
Utah Valley,Grand Canyon
UCSB,Hawaii
Idaho,New Mexico State
Idaho State,Northern Colorado
Incarnate Word,Texas A&M-Corpus Christi
Lipscomb,South Carolina Upstate
Robert Morris,LIU-Brooklyn
Louisiana Tech,Tulsa
Bradley,Loyola (IL)
Saint Mary's (CA),Loyola Marymount
Michigan State,Penn State
Montana,Portland State
Eastern Washington,Montana State
NJIT,Wheelock
North Dakota State,IUPUI
ETSU,Northern Kentucky
Northwestern State,McNeese State
Cleveland State,Oakland
Old Dominion,UTSA
Oral Roberts,New Orleans
Pepperdine,Pacific
Rice,North Texas
Marist,Rider
Sacramento State,Northern Arizona
Mount St. Mary's,Sacred Heart
Davidson,Samford
San Francisco,San Diego
Seattle,Texas-Rio Grande Valley
South Dakota State,Fort Wayne
Southern Illinois-Edwardsville,Southeast Missouri State
SMU,Temple
St. Francis (NY),Saint Francis (PA)
Stephen F. Austin,Nicholls State
North Florida,Stetson
Austin Peay,Tennessee State
Louisiana,Texas-Arlington
Texas State,Louisiana-Monroe
Troy,South Alabama
Utah,Washington
VCU,Rhode Island
Wagner,Fairleigh Dickinson
Weber State,North Dakota
Winthrop,Barber-Scotia
Wofford,Georgia Southern
Manhattan,Canisius
Creighton,DePaul
Yale,Dartmouth
Fairfield,Monmouth
Harvard,Brown
Mercer,Kennesaw State
Iona,Niagara
Penn,Cornell
Columbia,Princeton
St. Peter's,Siena
Southern Miss,Marshall
Tulane,Charlotte
Detroit,Valparaiso
Villanova,Seton Hall
Texas A&M-Corpus Christi,Abilene Christian
Colorado State,Air Force
Colgate,American
Arizona State,Oregon
Western Kentucky,Little Rock
Arkansas-Pine Bluff,Alabama A&M
Navy,Army
Toledo,Ball State
Belmont,Austin Peay
Binghamton,Maine
Duke,Boston College
Boston University,Lafayette
BYU,San Francisco
Bryant,Mount St. Mary's
Cal State Northridge,Cal State Fullerton
UC-Irvine,UC-Davis
Long Beach State,UC-Riverside
New Orleans,Central Arkansas
Central Connecticut,Fairleigh Dickinson
Buffalo,Central Michigan
Chicago State,UMKC
Wofford,Citadel
Coastal Carolina,Longwood
Brown,Dartmouth
Davidson,Furman
Delaware State,South Carolina State
Denver,South Dakota
Drexel,James Madison
George Mason,Duquesne
East Carolina,UTSA
Southeast Missouri State,Eastern Illinois
Morehead State,Eastern Kentucky
Eastern Michigan,Kent State
Elon,Georgia Southern
Florida,Alabama
Florida Atlantic,Alabama-Birmingham
Florida Gulf Coast,North Florida
Middle Tennessee,Florida International
Fresno State,San Jose State
Gardner-Webb,High Point
George Washington,Fordham
Georgetown,Butler
Georgia,Texas A&M
Virginia,Georgia Tech
Southern,Grambling
Grand Canyon,Cal State Bakersfield
Milwaukee,Green Bay
Hampton,Howard
Hartford,Albany (NY)
Yale,Harvard
Hawaii,Cal Poly
Hofstra,North Carolina-Wilmington
Idaho,Texas-Rio Grande Valley
North Dakota,Idaho State
Incarnate Word,Houston Baptist
Iowa,Michigan
Iowa State,Texas Christian
Jackson State,Alcorn State
Tennessee Tech,Jacksonville State
Kansas,West Virginia
Kansas State,Texas
Saint Louis,La Salle
Lehigh,Loyola (MD)
ETSU,Lipscomb
Saint Francis (PA),LIU-Brooklyn
LSU,Auburn
Louisiana Tech,North Texas
Pacific,Loyola Marymount
Maryland,Florida State
UMass-Lowell,UMBC
Coppin State,Maryland-Eastern Shore
Memphis,Gonzaga
North Carolina State,Miami (FL)
Minnesota,Indiana
Ole Miss,Missouri
Kentucky,Mississippi State
Alabama State,Mississippi Valley State
Montana,Eastern Washington
Montana State,Portland State
Norfolk State,Morgan State
Omaha,Western Illinois
UNLV,Wyoming
North Carolina-Asheville,Liberty
North Carolina A&T,Florida A&M
North Carolina Central,Bethune-Cookman
North Dakota State,Fort Wayne
William & Mary,Northeastern
Northern Arizona,Southern Utah
Wichita State,Northern Iowa
South Carolina Upstate,Northern Kentucky
Nebraska,Northwestern
Northwestern State,Nicholls State
UNC,Notre Dame
Ohio,Miami (OH)
Ohio State,Purdue
Oklahoma,Baylor
UTEP,Old Dominion
Oral Roberts,Southeastern Louisiana
Penn,Columbia
Saint Mary's (CA),Pepperdine
Pitt,Virginia Tech
Prairie View,Texas Southern
Radford,Presbyterian
Princeton,Cornell
Quinnipiac,Rider
Tulsa,Rice
Wagner,Sacred Heart
St. Joseph's,VCU
Sam Houston State,Lamar
Samford,Chattanooga
Santa Clara,San Diego
San Diego State,Nevada
New Mexico State,Seattle
South Dakota State,IUPUI
Rutgers,South Florida
UCLA,USC
Southern Illinois,Missouri State
Southern Illinois-Edwardsville,UT-Martin
SMU,Cincinnati
Dayton,St. Bonaventure
Robert Morris,St. Francis (NY)
Stephen F. Austin,McNeese State
Stetson,Jacksonville
New Hampshire,Stony Brook
Tennessee,South Carolina
Murray State,Tennessee State
Louisiana,Texas State
Texas Tech,Oklahoma State
Towson,College of Charleston
Utah,Washington State
Utah State,Boise State
Arkansas,Vanderbilt
Virginia Military Institute,Charleston Southern
Weber State,Northern Colorado
Western Carolina,Appalachian State
Winthrop,Campbell
Cleveland State,Wright State
Xavier,Providence
Arizona,Oregon State
Akron,Bowling Green State
Bradley,Evansville
Iona,Canisius
UConn,UCF
Colorado,Washington
Detroit,Youngstown State
Holy Cross,Bucknell
Houston,Temple
Indiana State,Drake
Loyola (IL),Illinois State
Manhattan,Niagara
Western Michigan,Northern Illinois
Illinois,Penn State
UMass,Rhode Island
St. Peter's,Monmouth
Southern Miss,Charlotte
St. John's (NY),Creighton
Syracuse,Clemson
Tulane,Marshall
Valparaiso,Oakland
Wisconsin,Michigan State
Arkansas-Pine Bluff,Alabama State
Arkansas State,Western Kentucky
Morgan State,Coppin State
Delaware State,Savannah State
South Carolina Upstate,ETSU
Miami (FL),Florida State
Georgetown,Providence
Grambling,Alcorn State
Hampton,Maryland-Eastern Shore
Southern,Jackson State
James Madison,Hofstra
Kansas State,Kansas
Alabama A&M,Mississippi Valley State
Norfolk State,Howard
Bethune-Cookman,North Carolina A&T
North Carolina Central,Florida A&M
North Carolina-Wilmington,Towson
Quinnipiac,Marist
Sacramento State,Southern Utah
Siena,Fairfield
Virginia,Maryland
West Virginia,Iowa State
Western Carolina,Furman
Wofford,Hiwassee
Alabama,Ole Miss
Xavier,Butler
Utah State,Colorado State
